Wall time,Step,Value
1743546972.31774,10240,-142.11492919921875
1743546977.414401,20480,-80.15615844726562
1743546987.9831119,40960,-32.40419387817383
1743546992.995361,51200,-24.866884231567383
1743546998.203624,61440,-9.805169105529785
1743547002.942833,71680,4.025243282318115
1743547008.185107,81920,12.698294639587402
1743547013.411026,92160,33.41975402832031
1743547018.916957,102400,47.82447814941406
1743547023.9357781,112640,56.973121643066406
1743547029.003909,122880,62.14436340332031
1743547034.463684,133120,66.33136749267578
1743547040.097301,143360,80.23912811279297
1743547045.320251,153600,114.69210815429688
1743547050.292848,163840,133.2324981689453
1743547055.306797,174080,150.38507080078125
1743547060.5737338,184320,153.11769104003906
1743547065.767596,194560,157.49041748046875
1743547070.753442,204800,156.02194213867188
1743547075.920587,215040,154.77598571777344
1743547081.626762,225280,160.38441467285156
1743547087.079631,235520,176.83404541015625
1743547092.613048,245760,196.2860107421875
1743547097.677907,256000,195.0082550048828
1743547102.913002,266240,187.70278930664062
1743547107.861164,276480,185.15785217285156
1743547112.910441,286720,180.34349060058594
1743547123.010862,307200,176.65248107910156
1743547128.030345,317440,194.88026428222656
1743547132.946589,327680,208.4879150390625
1743547137.865053,337920,208.47605895996094
1743547142.565721,348160,213.800048828125
1743547147.642126,358400,217.59625244140625
1743547152.652234,368640,215.9919891357422
1743547157.771219,378880,215.07908630371094
1743547162.708339,389120,214.94497680664062
1743547167.753109,399360,214.4095458984375
1743547172.6622982,409600,214.21876525878906
1743547178.0386891,419840,222.19400024414062
1743547188.1711822,440320,215.31381225585938
1743547193.032711,450560,217.80593872070312
1743547198.020993,460800,213.07485961914062
1743547202.887854,471040,218.6755828857422
1743547207.515192,481280,221.91278076171875
1743547212.368643,491520,217.5169677734375
1743547217.635365,501760,225.1957550048828
1743547222.3627279,512000,231.8574981689453
1743547227.541962,522240,234.14480590820312
1743547232.4611268,532480,235.1358184814453
1743547237.322146,542720,231.0549774169922
1743547242.309212,552960,220.58453369140625
1743547247.4531682,563200,207.52606201171875
1743547252.315472,573440,187.9789276123047
1743547257.3189518,583680,171.86709594726562
1743547263.272502,593920,170.8148193359375
1743547268.2477582,604160,162.6121826171875
1743547273.5410528,614400,162.59854125976562
1743547278.8368268,624640,157.45803833007812
1743547283.939745,634880,160.05299377441406
1743547288.940578,645120,158.2533416748047
1743547294.0946538,655360,156.62875366210938
1743547299.385586,665600,160.65061950683594
1743547303.9379709,675840,155.8866424560547
1743547308.599534,686080,184.03005981445312
1743547313.3490958,696320,173.38356018066406
1743547318.6784582,706560,164.57762145996094
1743547323.943275,716800,152.41293334960938
1743547333.910495,737280,155.83628845214844
1743547339.023678,747520,155.80105590820312
1743547344.009473,757760,164.70114135742188
1743547349.158355,768000,184.73057556152344
1743547354.175909,778240,199.6273651123047
1743547358.8879528,788480,218.74496459960938
1743547363.448529,798720,222.50877380371094
1743547368.102355,808960,231.3310546875
