Wall time,Step,Value
1743551256.658037,13582336,-114.65278625488281
1743551266.180438,13602816,-112.88482666015625
1743551275.656835,13623296,-107.0870132446289
1743551285.082082,13643776,-108.05684661865234
1743551294.719477,13664256,-106.47869110107422
1743551304.165631,13684736,-103.69963073730469
1743551313.630778,13705216,-105.93151092529297
1743551323.048511,13725696,-105.6847152709961
1743551332.701665,13746176,-109.87874603271484
1743551342.295742,13766656,-115.52113342285156
1743551351.8410969,13787136,-118.48018646240234
1743551361.2425668,13807616,-117.6891860961914
1743551370.74619,13828096,-114.6383285522461
1743551380.1164858,13848576,-112.59049987792969
1743551389.6214771,13869056,-111.68069458007812
1743551399.110637,13889536,-112.13217163085938
1743551408.595904,13910016,-112.93163299560547
1743551418.118669,13930496,-113.379638671875
1743551427.677034,13950976,-109.71713256835938
1743551437.2268019,13971456,-110.86234283447266
1743551446.5869062,13991936,-108.61663818359375
1743551465.488033,14026752,-111.17372131347656
1743551474.768096,14047232,-111.9724349975586
1743551484.137789,14067712,-107.4363784790039
1743551493.544327,14088192,-111.10392761230469
1743551503.0640352,14108672,-110.16509246826172
1743551512.604749,14129152,-106.23344421386719
1743551522.051805,14149632,-100.33444213867188
1743551531.595191,14170112,-96.17903900146484
1743551541.068398,14190592,-93.4454116821289
1743551550.649131,14211072,-93.36005401611328
1743551560.160218,14231552,-98.76904296875
1743551569.654002,14252032,-102.34059143066406
1743551579.187729,14272512,-109.50379180908203
1743551588.8131561,14292992,-110.60773468017578
1743551598.2770839,14313472,-111.2282485961914
1743551607.6854,14333952,-109.76747131347656
1743551617.349889,14354432,-107.60785675048828
1743551626.8784971,14374912,-109.12586975097656
1743551636.435594,14395392,-106.16346740722656
1743551645.933901,14415872,-108.59720611572266
1743551655.423727,14436352,-103.46746063232422
1743551664.8286111,14456832,-102.72166442871094
1743551674.486412,14477312,-100.81253051757812
1743551684.044947,14497792,-97.66085052490234
1743551693.551866,14518272,-96.15209197998047
1743551703.180732,14538752,-91.67125701904297
1743551712.75038,14559232,-95.2625503540039
1743551722.2019289,14579712,-92.77493286132812
1743551731.782696,14600192,-91.81539916992188
1743551741.321623,14620672,-94.37430572509766
1743551750.848685,14641152,-93.09868621826172
1743551760.347808,14661632,-93.68604278564453
1743551769.8660212,14682112,-95.16712188720703
1743551779.408211,14702592,-95.85610961914062
1743551788.864616,14723072,-92.25808715820312
1743551798.354687,14743552,-90.23249816894531
1743551807.794313,14764032,-88.6715087890625
1743551817.3105228,14784512,-95.5594711303711
1743551826.877602,14804992,-97.63068389892578
1743551836.315395,14825472,-99.79883575439453
1743551845.851376,14845952,-98.38573455810547
1743551855.387254,14866432,-96.92652130126953
1743551864.927279,14886912,-95.68560028076172
1743551874.447756,14907392,-93.03234100341797
1743551884.035958,14927872,-93.96662902832031
1743551893.629672,14948352,-95.97929382324219
1743551903.123379,14968832,-92.40170288085938
1743551912.681011,14989312,-88.61876678466797
1743551922.670856,15009792,-84.68522644042969
1743551932.8213298,15030272,-84.54961395263672
1743551942.9565089,15050752,-83.0294189453125
1743551953.662841,15071232,-80.19580841064453
1743551963.893594,15091712,-86.5965576171875
1743551974.1620321,15112192,-87.01940155029297
1743551984.103242,15132672,-84.03521728515625
1743551994.505132,15153152,-86.73091888427734
1743552004.551201,15173632,-88.66249084472656
1743552014.861978,15194112,-90.52045440673828
