V1,V2,V3,V4,V5,V6,V7,V8,V9,state,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
1075.0,0.01,-0.09,0.05,1632.4,0,1.7,20,False,66,67,68,,,0.27,0.73,,
924.0,0.02,-0.07,0.05,1537.3,0,1.48,21,False,67,,,,,,,,
1075.0,0.01,-0.09,0.05,1632.4,0,1.7,21,True,68,,,,,,,,
891.0,0.03,-0.12,0.14,1683.2,0,1.54,13,False,26,69,70,,,0.61,0.39,,
805.0,0.04,-0.03,0.08,1614.2,0,1.6,14,False,69,71,72,,,0.74,0.26,,
691.0,0.05,-0.02,0.06,1520.2,0,1.4,15,False,71,,,,,,,,
844.0,0.02,-0.07,0.12,1660.1,0,0.82,15,False,72,73,74,,,0.27,0.73,,
725.0,0.02,-0.06,0.1,1563.4,0,0.71,16,False,73,,,,,,,,
885.0,0.02,-0.1,0.12,1683.3,0,0.97,16,False,74,75,76,,,0.24,0.76,,
801.0,0.03,-0.04,0.08,1624.6,0,1.18,17,False,75,77,78,,,0.58,0.42,,
688.0,0.04,-0.03,0.07,1530.0,0,1.03,18,False,77,,,,,,,,
840.0,0.02,-0.08,0.12,1668.7,0,0.72,18,False,78,79,80,,,0.91,0.09,,
722.0,0.02,-0.06,0.1,1571.5,0,0.63,19,False,79,,,,,,,,
881.0,0.02,-0.11,0.13,1685.0,0,1.1,19,False,80,81,82,,,0.49,0.51,,
796.0,0.03,-0.04,0.08,1626.4,0,1.16,20,False,81,83,84,,,0.73,0.27,,
684.0,0.04,-0.03,0.07,1531.7,0,1.01,21,False,83,,,,,,,,
796.0,0.03,-0.04,0.08,1626.4,0,1.16,21,True,84,,,,,,,,
925.0,0.03,-0.11,0.12,1676.5,0,1.64,20,False,82,85,86,,,0.82,0.18,,
795.0,0.03,-0.09,0.1,1578.9,0,1.43,21,True,85,,,,,,,,
925.0,0.03,-0.11,0.12,1676.5,0,1.64,21,True,86,,,,,,,,
928.0,0.02,-0.11,0.11,1680.5,0,1.47,17,False,76,87,88,,,0.95,0.05,,
839.0,0.04,-0.03,0.08,1608.7,0,1.71,18,False,87,89,90,,,0.35,0.65,,
721.0,0.05,-0.02,0.06,1515.1,0,1.5,19,False,89,,,,,,,,
879.0,0.02,-0.07,0.09,1653.5,0,0.9,19,False,90,91,92,,,0.1,0.9,,
756.0,0.02,-0.05,0.08,1557.2,0,0.79,20,False,91,,,,,,,,
921.0,0.02,-0.1,0.09,1674.8,0,1.04,20,False,92,93,94,,,0.43,0.57,,
792.0,0.02,-0.08,0.08,1577.3,0,0.91,21,True,93,,,,,,,,
921.0,0.02,-0.1,0.09,1674.8,0,1.04,21,True,94,,,,,,,,
973.0,0.02,-0.11,0.09,1667.1,0,1.74,18,False,88,95,96,,,0.32,0.68,,
836.0,0.03,-0.09,0.08,1570.1,0,1.52,19,False,95,,,,,,,,
1020.0,0.02,-0.1,0.08,1651.0,0,1.88,19,False,96,97,98,,,0.63,0.37,,
876.0,0.02,-0.08,0.07,1554.9,0,1.64,20,False,97,,,,,,,,
1068.0,0.02,-0.1,0.06,1639.9,0,1.81,20,False,98,99,100,,,0.7,0.3,,
918.0,0.02,-0.07,0.05,1544.4,0,1.58,21,False,99,,,,,,,,
1068.0,0.02,-0.1,0.06,1639.9,0,1.81,21,True,100,,,,,,,,
935.0,0.03,-0.11,0.12,1662.1,0,2.09,14,False,70,101,102,,,0.48,0.52,,
804.0,0.04,-0.08,0.1,1565.4,0,1.82,15,False,101,,,,,,,,
981.0,0.03,-0.1,0.09,1645.6,0,2.09,15,False,102,103,104,,,0.92,0.08,,
843.0,0.03,-0.07,0.08,1549.8,0,1.83,16,False,103,,,,,,,,
1028.0,0.02,-0.09,0.07,1633.3,0,2.05,16,False,104,105,106,,,0.46,0.54,,
883.0,0.03,-0.07,0.06,1538.1,0,1.79,17,False,105,,,,,,,,
1076.0,0.01,-0.09,0.05,1632.1,0,1.7,17,False,106,107,108,,,0.58,0.42,,
924.0,0.02,-0.07,0.05,1537.1,0,1.48,18,False,107,,,,,,,,
1125.0,0.01,-0.09,0.05,1633.7,0,1.48,18,False,108,109,110,,,0.45,0.55,,
967.0,0.01,-0.07,0.04,1538.6,0,1.3,19,False,109,,,,,,,,
1176.0,0.01,-0.09,0.04,1630.6,0,1.5,19,False,110,111,112,,,0.49,0.51,,
1010.0,0.01,-0.07,0.04,1535.6,0,1.31,20,False,111,,,,,,,,
1228.0,0.0,-0.09,0.04,1623.5,0,1.56,20,False,112,113,114,,,0.47,0.53,,
1055.0,0.0,-0.07,0.04,1529.0,0,1.37,21,False,113,,,,,,,,
1228.0,0.0,-0.09,0.04,1623.5,0,1.56,21,True,114,,,,,,,,
892.0,0.03,-0.12,0.14,1684.4,0,1.54,10,False,20,115,116,,,0.38,0.62,,
806.0,0.04,-0.03,0.08,1615.1,0,1.6,11,False,115,117,118,,,0.58,0.42,,
692.0,0.05,-0.02,0.07,1521.0,0,1.4,12,False,117,,,,,,,,
845.0,0.02,-0.07,0.12,1660.8,0,0.82,12,False,118,119,120,,,0.06,0.94,,
726.0,0.02,-0.06,0.1,1564.0,0,0.71,13,False,119,,,,,,,,
886.0,0.02,-0.1,0.12,1683.8,0,0.97,13,False,120,121,122,,,0.71,0.29,,
801.0,0.03,-0.04,0.08,1624.9,0,1.18,14,False,121,123,124,,,0.58,0.42,,
688.0,0.04,-0.03,0.07,1530.3,0,1.03,15,False,123,,,,,,,,
840.0,0.02,-0.08,0.12,1668.9,0,0.72,15,False,124,125,126,,,0.4,0.6,,
722.0,0.02,-0.06,0.1,1571.7,0,0.63,16,False,125,,,,,,,,
881.0,0.02,-0.11,0.13,1685.2,0,1.09,16,False,126,127,128,,,0.08,0.92,,
796.0,0.03,-0.04,0.08,1626.4,0,1.16,17,False,127,83,84,,,0.28,0.72,,
684.0,0.04,-0.03,0.07,1531.7,0,1.01,18,False,83,,,,,,,,
835.0,0.02,-0.08,0.13,1670.5,0,0.71,18,False,84,129,130,,,0.25,0.75,,
718.0,0.02,-0.07,0.11,1573.2,0,0.62,19,False,129,,,,,,,,
876.0,0.02,-0.11,0.13,1687.0,0,1.08,19,False,130,131,132,,,0.64,0.36,,
792.0,0.04,-0.04,0.08,1623.2,0,1.32,20,False,131,133,134,,,0.66,0.34,,
681.0,0.04,-0.03,0.06,1528.7,0,1.15,21,False,133,,,,,,,,
792.0,0.04,-0.04,0.08,1623.2,0,1.32,21,True,134,,,,,,,,
920.0,0.03,-0.12,0.12,1678.7,0,1.62,20,False,132,135,136,,,0.1,0.9,,
790.0,0.03,-0.09,0.1,1581.0,0,1.41,21,True,135,,,,,,,,
920.0,0.03,-0.12,0.12,1678.7,0,1.62,21,True,136,,,,,,,,
925.0,0.03,-0.11,0.12,1676.7,0,1.64,17,False,128,137,138,,,0.75,0.25,,
835.0,0.04,-0.03,0.07,1606.2,0,1.72,18,False,137,139,140,,,0.02,0.98,,
718.0,0.05,-0.02,0.06,1512.7,0,1.5,19,False,139,,,,,,,,
875.0,0.02,-0.07,0.09,1651.6,0,0.9,19,False,140,141,142,,,0.52,0.48,,
752.0,0.02,-0.05,0.08,1555.5,0,0.79,20,False,141,,,,,,,,
917.0,0.02,-0.1,0.09,1673.6,0,1.04,20,False,142,143,144,,,0.58,0.42,,
788.0,0.02,-0.08,0.08,1576.1,0,0.91,21,True,143,,,,,,,,
917.0,0.02,-0.1,0.09,1673.6,0,1.04,21,True,144,,,,,,,,
970.0,0.03,-0.11,0.1,1658.4,0,2.0,18,False,138,145,146,,,0.95,0.05,,
834.0,0.03,-0.08,0.08,1561.8,0,1.75,19,False,145,,,,,,,,
1017.0,0.03,-0.1,0.08,1638.1,0,2.18,19,False,146,147,148,,,0.67,0.33,,
874.0,0.03,-0.07,0.07,1542.7,0,1.91,20,False,147,,,,,,,,
1065.0,0.02,-0.09,0.07,1623.1,0,2.15,20,False,148,149,150,,,0.76,0.24,,
915.0,0.02,-0.07,0.06,1528.6,0,1.88,21,False,149,,,,,,,,
1065.0,0.02,-0.09,0.07,1623.1,0,2.15,21,True,150,,,,,,,,
929.0,0.02,-0.12,0.11,1680.8,0,1.47,14,False,122,151,152,,,0.83,0.17,,
840.0,0.04,-0.03,0.08,1608.8,0,1.71,15,False,151,153,154,,,0.48,0.52,,
722.0,0.04,-0.02,0.06,1515.1,0,1.5,16,False,153,,,,,,,,
880.0,0.02,-0.07,0.09,1653.5,0,0.9,16,False,154,91,155,,,0.45,0.55,,
756.0,0.02,-0.05,0.08,1557.2,0,0.79,17,False,91,,,,,,,,
922.0,0.02,-0.1,0.09,1674.7,0,1.04,17,False,155,156,157,,,0.87,0.13,,
832.0,0.03,-0.03,0.07,1615.3,0,1.31,18,False,156,158,159,,,0.51,0.49,,
715.0,0.03,-0.03,0.06,1521.2,0,1.14,19,False,158,,,,,,,,
872.0,0.01,-0.08,0.1,1664.6,0,0.66,19,False,159,160,161,,,0.51,0.49,,
749.0,0.01,-0.06,0.08,1567.6,0,0.57,20,False,160,,,,,,,,
914.0,0.01,-0.11,0.1,1684.3,0,0.94,20,False,161,162,163,,,0.11,0.89,,
785.0,0.02,-0.08,0.09,1586.2,0,0.82,21,True,162,,,,,,,,
914.0,0.01,-0.11,0.1,1684.3,0,0.94,21,True,163,,,,,,,,
967.0,0.02,-0.11,0.09,1669.3,0,1.56,18,False,157,164,165,,,0.21,0.79,,
831.0,0.02,-0.08,0.08,1572.1,0,1.37,19,False,164,,,,,,,,
1014.0,0.02,-0.1,0.08,1653.5,0,1.86,19,False,165,166,167,,,0.28,0.72,,
871.0,0.02,-0.08,0.07,1557.2,0,1.63,20,False,166,,,,,,,,
1062.0,0.02,-0.1,0.06,1642.5,0,1.78,20,False,167,168,169,,,0.39,0.61,,
912.0,0.02,-0.08,0.05,1546.8,0,1.56,21,False,168,,,,,,,,
1062.0,0.02,-0.1,0.06,1642.5,0,1.78,21,True,169,,,,,,,,
975.0,0.03,-0.11,0.1,1661.0,0,1.95,15,False,152,170,171,,,0.53,0.47,,
837.0,0.03,-0.09,0.08,1564.3,0,1.7,16,False,170,,,,,,,,
1022.0,0.03,-0.1,0.08,1639.5,0,2.17,16,False,171,172,173,,,0.21,0.79,,
878.0,0.03,-0.08,0.07,1544.0,0,1.9,17,False,172,,,,,,,,
1070.0,0.02,-0.09,0.07,1623.7,0,2.15,17,False,173,174,175,,,0.8,0.2,,
920.0,0.02,-0.07,0.06,1529.1,0,1.88,18,False,174,,,,,,,,
1119.0,0.01,-0.08,0.05,1620.6,0,1.8,18,False,175,176,177,,,0.27,0.73,,
962.0,0.01,-0.06,0.04,1526.2,0,1.58,19,False,176,,,,,,,,
1169.0,0.0,-0.08,0.04,1628.9,0,1.33,19,False,177,178,179,,,0.14,0.86,,
1004.0,0.0,-0.06,0.03,1534.0,0,1.16,20,False,178,,,,,,,,
1220.0,-0.0,-0.09,0.03,1639.3,0,1.01,20,False,179,180,181,,,0.88,0.12,,
1048.0,-0.0,-0.07,0.02,1543.8,0,0.88,21,False,180,,,,,,,,
1220.0,-0.0,-0.09,0.03,1639.3,0,1.01,21,True,181,,,,,,,,
936.0,0.03,-0.11,0.12,1663.0,0,2.08,11,False,116,182,183,,,0.24,0.76,,
805.0,0.04,-0.08,0.1,1566.1,0,1.82,12,False,182,,,,,,,,
982.0,0.03,-0.1,0.09,1646.2,0,2.09,12,False,183,184,185,,,0.52,0.48,,
843.0,0.03,-0.08,0.08,1550.3,0,1.83,13,False,184,,,,,,,,
1029.0,0.02,-0.09,0.07,1633.6,0,2.05,13,False,185,186,187,,,0.27,0.73,,
884.0,0.03,-0.07,0.06,1538.5,0,1.79,14,False,186,,,,,,,,
1077.0,0.01,-0.09,0.05,1632.3,0,1.7,14,False,187,188,189,,,0.62,0.38,,
925.0,0.02,-0.07,0.05,1537.2,0,1.48,15,False,188,,,,,,,,
1126.0,0.01,-0.09,0.05,1633.8,0,1.48,15,False,189,190,191,,,0.97,0.03,,
968.0,0.01,-0.07,0.04,1538.7,0,1.3,16,False,190,,,,,,,,
1177.0,0.01,-0.09,0.04,1630.6,0,1.5,16,False,191,192,193,,,0.46,0.54,,
1011.0,0.01,-0.07,0.04,1535.6,0,1.31,17,False,192,,,,,,,,
1229.0,0.0,-0.09,0.04,1623.4,0,1.57,17,False,193,194,195,,,0.19,0.81,,
1056.0,0.0,-0.07,0.04,1528.9,0,1.37,18,False,194,,,,,,,,
1282.0,-0.0,-0.09,0.04,1621.9,0,1.41,18,False,195,196,197,,,0.79,0.21,,
1102.0,-0.0,-0.07,0.03,1527.5,0,1.23,19,False,196,,,,,,,,
1336.0,-0.0,-0.09,0.05,1616.5,0,1.49,19,False,197,198,199,,,0.61,0.39,,
1148.0,-0.0,-0.07,0.04,1522.3,0,1.3,20,False,198,,,,,,,,
1392.0,-0.0,-0.08,0.05,1608.1,0,1.62,20,False,199,200,201,,,0.54,0.46,,
1196.0,-0.0,-0.07,0.04,1514.4,0,1.42,21,False,200,,,,,,,,
1392.0,-0.0,-0.08,0.05,1608.1,0,1.62,21,True,201,,,,,,,,
895.0,0.03,-0.12,0.13,1681.1,0,1.56,7,False,14,202,203,,,0.66,0.34,,
809.0,0.04,-0.03,0.08,1612.2,0,1.62,8,False,202,204,205,,,0.72,0.28,,
695.0,0.05,-0.02,0.06,1518.3,0,1.42,9,False,204,,,,,,,,
848.0,0.02,-0.07,0.11,1658.2,0,0.83,9,False,205,206,207,,,0.22,0.78,,
729.0,0.02,-0.06,0.09,1561.7,0,0.72,10,False,206,,,,,,,,
889.0,0.02,-0.1,0.11,1681.4,0,0.98,10,False,207,208,209,,,0.15,0.85,,
804.0,0.03,-0.04,0.08,1622.9,0,1.2,11,False,208,210,211,,,0.72,0.28,,
690.0,0.04,-0.03,0.06,1528.4,0,1.05,12,False,210,,,,,,,,
843.0,0.02,-0.08,0.12,1667.1,0,0.73,12,False,211,212,213,,,0.48,0.52,,
725.0,0.02,-0.06,0.1,1570.0,0,0.64,13,False,212,,,,,,,,
885.0,0.02,-0.11,0.12,1683.4,0,1.11,13,False,213,214,215,,,0.21,0.79,,
800.0,0.03,-0.04,0.08,1624.8,0,1.18,14,False,214,216,217,,,0.82,0.18,,
687.0,0.04,-0.03,0.07,1530.2,0,1.03,15,False,216,,,,,,,,
839.0,0.02,-0.08,0.12,1668.9,0,0.72,15,False,217,218,219,,,0.17,0.83,,
721.0,0.02,-0.06,0.1,1571.7,0,0.63,16,False,218,,,,,,,,
880.0,0.02,-0.11,0.13,1685.3,0,1.09,16,False,219,220,221,,,0.52,0.48,,
795.0,0.03,-0.04,0.08,1626.6,0,1.15,17,False,220,222,223,,,0.77,0.23,,
683.0,0.04,-0.03,0.07,1531.9,0,1.01,18,False,222,,,,,,,,
834.0,0.02,-0.09,0.13,1670.7,0,0.7,18,False,223,224,225,,,0.32,0.68,,
717.0,0.02,-0.07,0.11,1573.4,0,0.62,19,False,224,,,,,,,,
876.0,0.02,-0.11,0.13,1681.8,0,1.24,19,False,225,226,227,,,0.38,0.62,,
791.0,0.04,-0.03,0.08,1619.3,0,1.39,20,False,226,228,229,,,0.52,0.48,,
680.0,0.04,-0.02,0.07,1525.0,0,1.22,21,False,228,,,,,,,,
791.0,0.04,-0.03,0.08,1619.3,0,1.39,21,True,229,,,,,,,,
920.0,0.03,-0.11,0.12,1674.6,0,1.64,20,False,227,230,231,,,0.21,0.79,,
790.0,0.03,-0.09,0.1,1577.1,0,1.43,21,True,230,,,,,,,,
920.0,0.03,-0.11,0.12,1674.6,0,1.64,21,True,231,,,,,,,,
924.0,0.03,-0.11,0.12,1676.9,0,1.63,17,False,221,232,233,,,0.48,0.52,,
834.0,0.04,-0.03,0.07,1606.4,0,1.72,18,False,232,234,235,,,0.32,0.68,,
717.0,0.05,-0.02,0.06,1512.9,0,1.5,19,False,234,,,,,,,,
874.0,0.02,-0.07,0.09,1651.9,0,0.9,19,False,235,236,237,,,0.4,0.6,,
751.0,0.02,-0.05,0.08,1555.7,0,0.78,20,False,236,,,,,,,,
916.0,0.02,-0.1,0.09,1673.9,0,1.04,20,False,237,238,239,,,0.15,0.85,,
787.0,0.02,-0.08,0.08,1576.5,0,0.91,21,True,238,,,,,,,,
916.0,0.02,-0.1,0.09,1673.9,0,1.04,21,True,239,,,,,,,,
969.0,0.03,-0.11,0.1,1658.7,0,2.0,18,False,233,240,241,,,0.33,0.67,,
833.0,0.03,-0.08,0.08,1562.1,0,1.74,19,False,240,,,,,,,,
1016.0,0.03,-0.1,0.08,1638.5,0,2.18,19,False,241,242,243,,,0.51,0.49,,
873.0,0.03,-0.07,0.07,1543.0,0,1.9,20,False,242,,,,,,,,
1064.0,0.02,-0.09,0.07,1623.6,0,2.15,20,False,243,244,245,,,0.45,0.55,,
914.0,0.02,-0.07,0.06,1529.0,0,1.88,21,False,244,,,,,,,,
1064.0,0.02,-0.09,0.07,1623.6,0,2.15,21,True,245,,,,,,,,
929.0,0.03,-0.11,0.11,1674.7,0,1.65,14,False,215,246,247,,,0.44,0.56,,
839.0,0.04,-0.03,0.07,1604.4,0,1.74,15,False,246,248,249,,,0.56,0.44,,
720.0,0.05,-0.02,0.06,1511.0,0,1.52,16,False,248,,,,,,,,
879.0,0.02,-0.06,0.09,1649.9,0,0.91,16,False,249,250,251,,,0.51,0.49,,
756.0,0.02,-0.05,0.08,1553.9,0,0.8,17,False,250,,,,,,,,
921.0,0.01,-0.1,0.09,1677.8,0,0.88,17,False,251,252,253,,,0.53,0.47,,
831.0,0.02,-0.04,0.07,1622.8,0,1.06,18,False,252,254,255,,,0.32,0.68,,
714.0,0.03,-0.03,0.06,1528.3,0,0.92,19,False,254,,,,,,,,
871.0,0.01,-0.08,0.1,1670.6,0,0.58,19,False,255,256,257,,,0.62,0.38,,
748.0,0.01,-0.06,0.09,1573.3,0,0.5,20,False,256,,,,,,,,
913.0,0.01,-0.11,0.1,1689.1,0,0.92,20,False,257,258,259,,,0.5,0.5,,
784.0,0.02,-0.09,0.09,1590.8,0,0.81,21,True,258,,,,,,,,
913.0,0.01,-0.11,0.1,1689.1,0,0.92,21,True,259,,,,,,,,
965.0,0.02,-0.11,0.09,1678.0,0,1.31,18,False,253,260,261,,,0.23,0.77,,
872.0,0.03,-0.04,0.07,1609.0,0,1.58,19,False,260,262,263,,,0.59,0.41,,
749.0,0.04,-0.03,0.06,1515.3,0,1.38,20,False,262,,,,,,,,
914.0,0.01,-0.07,0.07,1651.5,0,0.89,20,False,263,264,265,,,0.61,0.39,,
785.0,0.02,-0.05,0.06,1555.3,0,0.78,21,False,264,,,,,,,,
914.0,0.01,-0.07,0.07,1651.5,0,0.89,21,True,265,,,,,,,,
1011.0,0.02,-0.11,0.08,1660.6,0,1.81,19,False,261,266,267,,,0.81,0.19,,
869.0,0.02,-0.09,0.07,1563.9,0,1.58,20,False,266,,,,,,,,
1059.0,0.02,-0.1,0.07,1641.4,0,1.97,20,False,267,268,269,,,0.16,0.84,,
910.0,0.02,-0.08,0.06,1545.8,0,1.72,21,False,268,,,,,,,,
1059.0,0.02,-0.1,0.07,1641.4,0,1.97,21,True,269,,,,,,,,
974.0,0.03,-0.11,0.1,1656.2,0,2.02,15,False,247,270,271,,,0.63,0.37,,
837.0,0.03,-0.08,0.08,1559.8,0,1.76,16,False,270,,,,,,,,
1021.0,0.03,-0.09,0.08,1635.9,0,2.2,16,False,271,272,273,,,0.76,0.24,,
877.0,0.03,-0.07,0.07,1540.6,0,1.92,17,False,272,,,,,,,,
1069.0,0.02,-0.09,0.06,1628.0,0,1.93,17,False,273,274,275,,,0.63,0.37,,
918.0,0.02,-0.07,0.05,1533.2,0,1.69,18,False,274,,,,,,,,
1118.0,0.01,-0.08,0.05,1623.9,0,1.77,18,False,275,276,277,,,0.51,0.49,,
961.0,0.01,-0.06,0.04,1529.3,0,1.55,19,False,276,,,,,,,,
1168.0,0.0,-0.08,0.03,1631.5,0,1.3,19,False,277,278,279,,,0.64,0.36,,
1004.0,0.0,-0.07,0.03,1536.5,0,1.14,20,False,278,,,,,,,,
1219.0,-0.0,-0.09,0.03,1641.3,0,0.99,20,False,279,280,281,,,0.24,0.76,,
1048.0,-0.0,-0.07,0.02,1545.7,0,0.86,21,False,280,,,,,,,,
1219.0,-0.0,-0.09,0.03,1641.3,0,0.99,21,True,281,,,,,,,,
933.0,0.02,-0.11,0.11,1678.5,0,1.48,11,False,209,282,283,,,0.94,0.06,,
842.0,0.04,-0.03,0.07,1606.8,0,1.73,12,False,282,284,285,,,0.37,0.63,,
723.0,0.05,-0.02,0.06,1513.3,0,1.51,13,False,284,,,,,,,,
882.0,0.02,-0.07,0.09,1651.7,0,0.91,13,False,285,286,287,,,0.49,0.51,,
758.0,0.02,-0.05,0.08,1555.5,0,0.8,14,False,286,,,,,,,,
924.0,0.02,-0.1,0.09,1673.1,0,1.05,14,False,287,288,289,,,0.55,0.45,,
834.0,0.03,-0.03,0.07,1613.9,0,1.32,15,False,288,290,291,,,0.54,0.46,,
717.0,0.03,-0.03,0.06,1519.9,0,1.15,16,False,290,,,,,,,,
874.0,0.01,-0.08,0.1,1663.3,0,0.66,16,False,291,292,293,,,0.86,0.14,,
751.0,0.01,-0.06,0.08,1566.5,0,0.58,17,False,292,,,,,,,,
916.0,0.01,-0.11,0.1,1683.1,0,0.95,17,False,293,294,295,,,0.52,0.48,,
827.0,0.03,-0.04,0.08,1622.0,0,1.26,18,False,294,296,297,,,0.51,0.49,,
711.0,0.03,-0.03,0.07,1527.6,0,1.1,19,False,296,,,,,,,,
867.0,0.01,-0.08,0.11,1664.9,0,0.78,19,False,297,298,299,,,0.66,0.34,,
745.0,0.02,-0.06,0.09,1567.9,0,0.68,20,False,298,,,,,,,,
909.0,0.01,-0.11,0.1,1685.0,0,0.93,20,False,299,300,301,,,0.9,0.1,,
781.0,0.02,-0.08,0.09,1586.9,0,0.82,21,True,300,,,,,,,,
909.0,0.01,-0.11,0.1,1685.0,0,0.93,21,True,301,,,,,,,,
961.0,0.02,-0.12,0.1,1676.6,0,1.47,18,False,295,302,303,,,0.2,0.8,,
