V1,V2,V3,State,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
0.37,0.027,11,98,,,,,,,,
0.36,0.03,11,99,,,,,,,,
0.39,0.023,10,34,34,,,,1.0,,,
0.39,0.023,11,34,,,,,,,,
0.44,0.025,8,97,100,101,102,,0.48,0.22,0.31,
0.47,0.024,9,100,103,,,,1.0,,,
0.51,0.028,10,103,,,,,,,,
0.46,0.026,9,101,104,105,,,0.43,0.57,,
0.46,0.03,10,104,106,107,,,0.03,0.97,,
0.56,0.031,11,106,,,,,,,,
0.43,0.029,11,107,,,,,,,,
0.44,0.03,10,105,72,,,,1.0,,,
0.46,0.027,11,72,,,,,,,,
0.43,0.025,9,102,108,,,,1.0,,,
0.44,0.022,10,108,109,38,110,,0.49,0.48,0.04,
0.48,0.02,11,109,,,,,,,,
0.42,0.024,11,38,,,,,,,,
0.44,0.021,11,110,,,,,,,,
0.32,0.025,7,86,80,62,34,,0.38,0.16,0.46,
0.33,0.028,8,80,21,,,,1.0,,,
0.34,0.028,9,21,111,,,,1.0,,,
0.34,0.024,10,111,33,94,112,,0.07,0.74,0.19,
0.37,0.022,11,33,,,,,,,,
0.37,0.025,11,94,,,,,,,,
0.42,0.026,11,112,,,,,,,,
0.35,0.022,8,62,113,96,114,,0.3,0.58,0.11,
0.36,0.02,9,113,115,116,,,0.76,0.24,,
0.42,0.023,10,115,117,,,,1.0,,,
0.47,0.025,11,117,,,,,,,,
0.35,0.019,10,116,118,119,120,,0.35,0.26,0.39,
0.39,0.02,11,118,,,,,,,,
0.35,0.017,11,119,,,,,,,,
0.36,0.017,11,120,,,,,,,,
0.41,0.025,9,96,96,121,108,,0.09,0.52,0.39,
0.41,0.025,10,96,61,,,,1.0,,,
0.38,0.025,11,61,,,,,,,,
0.46,0.023,10,121,122,44,,,0.23,0.77,,
0.56,0.026,11,122,,,,,,,,
0.48,0.021,11,44,,,,,,,,
0.44,0.022,10,108,123,,,,1.0,,,
0.5,0.021,11,123,,,,,,,,
0.39,0.024,9,114,42,124,,,0.36,0.64,,
0.41,0.023,10,42,125,126,127,,0.35,0.3,0.35,
0.48,0.024,11,125,,,,,,,,
0.41,0.021,11,126,,,,,,,,
0.46,0.025,11,127,,,,,,,,
0.45,0.022,10,124,128,127,129,,0.29,0.23,0.48,
0.52,0.025,11,128,,,,,,,,
0.46,0.025,11,127,,,,,,,,
0.5,0.023,11,129,,,,,,,,
0.39,0.023,8,34,130,49,,,0.44,0.56,,
0.45,0.02,9,130,123,41,131,,0.4,0.25,0.35,
0.5,0.021,10,123,132,,,,1.0,,,
0.51,0.019,11,132,,,,,,,,
0.43,0.019,10,41,133,,,,1.0,,,
0.49,0.019,11,133,,,,,,,,
0.52,0.019,10,131,,,,,,,,
0.37,0.026,9,49,115,,,,1.0,,,
0.42,0.023,10,115,108,,,,1.0,,,
0.44,0.022,11,108,,,,,,,,
0.27,0.032,3,4,134,12,77,,0.56,0.37,0.07,
0.26,0.028,4,134,135,136,,,0.36,0.64,,
0.28,0.025,5,135,137,138,139,,0.42,0.22,0.36,
0.31,0.025,6,137,140,,,,1.0,,,
0.31,0.023,7,140,141,140,,,0.16,0.84,,
0.38,0.022,8,141,142,143,144,,0.61,0.2,0.19,
0.38,0.024,9,142,88,115,145,,0.16,0.6,0.24,
0.4,0.027,10,88,146,60,98,,0.38,0.24,0.38,
0.47,0.031,11,146,,,,,,,,
0.4,0.025,11,60,,,,,,,,
0.37,0.027,11,98,,,,,,,,
0.42,0.023,10,115,57,100,147,,0.25,0.49,0.26,
0.39,0.026,11,57,,,,,,,,
0.47,0.024,11,100,,,,,,,,
0.42,0.025,11,147,,,,,,,,
0.36,0.027,10,145,53,,,,1.0,,,
0.39,0.029,11,53,,,,,,,,
0.46,0.019,9,143,148,143,,,0.26,0.74,,
0.44,0.018,10,148,149,150,,,0.6,0.4,,
0.46,0.017,11,149,,,,,,,,
0.42,0.019,11,150,,,,,,,,
0.46,0.019,10,143,48,151,152,,0.19,0.43,0.38,
0.48,0.022,11,48,,,,,,,,
0.51,0.021,11,151,,,,,,,,
0.43,0.021,11,152,,,,,,,,
0.38,0.023,9,144,153,64,154,,0.18,0.5,0.32,
0.37,0.02,10,153,126,155,156,,0.18,0.4,0.42,
0.41,0.021,11,126,,,,,,,,
0.36,0.019,11,155,,,,,,,,
0.42,0.022,11,156,,,,,,,,
0.41,0.024,10,64,157,158,,,0.39,0.61,,
0.45,0.025,11,157,,,,,,,,
0.46,0.028,11,158,,,,,,,,
0.44,0.023,10,154,159,72,,,0.44,0.56,,
0.4,0.023,11,159,,,,,,,,
0.46,0.027,11,72,,,,,,,,
0.31,0.023,8,140,160,,,,1.0,,,
0.32,0.021,9,160,161,,,,1.0,,,
0.32,0.02,10,161,162,113,163,,0.25,0.14,0.62,
0.34,0.017,11,162,,,,,,,,
0.36,0.02,11,113,,,,,,,,
0.33,0.017,11,163,,,,,,,,
0.34,0.027,6,138,147,164,,,0.52,0.48,,
0.42,0.025,7,147,165,,,,1.0,,,
0.5,0.024,8,165,166,167,158,,0.34,0.29,0.36,
0.59,0.026,9,166,,,,,,,,
0.54,0.027,9,167,,,,,,,,
0.46,0.028,9,158,102,,,,1.0,,,
0.43,0.025,10,102,64,168,,,0.48,0.52,,
0.41,0.024,11,64,,,,,,,,
0.48,0.023,11,168,,,,,,,,
0.33,0.023,7,164,169,,,,1.0,,,
0.34,0.025,8,169,159,,,,1.0,,,
0.4,0.023,9,159,61,,,,1.0,,,
0.38,0.025,10,61,112,159,,,0.44,0.56,,
0.42,0.026,11,112,,,,,,,,
0.4,0.023,11,159,,,,,,,,
0.27,0.026,6,139,170,,,,1.0,,,
0.26,0.025,7,170,171,172,,,0.5,0.5,,
0.3,0.024,8,171,173,174,,,0.35,0.65,,
0.34,0.023,9,173,150,,,,1.0,,,
0.42,0.019,10,150,175,176,177,,0.45,0.1,0.45,
0.47,0.021,11,175,,,,,,,,
0.39,0.021,11,176,,,,,,,,
0.4,0.02,11,177,,,,,,,,
0.33,0.025,9,174,178,36,,,0.29,0.71,,
0.3,0.022,10,178,140,179,180,,0.2,0.24,0.56,
0.31,0.023,11,140,,,,,,,,
0.33,0.019,11,179,,,,,,,,
0.35,0.02,11,180,,,,,,,,
0.36,0.026,10,36,181,182,,,0.81,0.19,,
0.42,0.028,11,181,,,,,,,,
0.44,0.027,11,182,,,,,,,,
0.26,0.024,8,172,183,86,,,0.37,0.63,,
0.28,0.026,9,183,178,184,,,0.04,0.96,,
0.3,0.022,10,178,135,185,186,,0.27,0.54,0.19,
0.28,0.025,11,135,,,,,,,,
0.29,0.021,11,185,,,,,,,,
0.3,0.019,11,186,,,,,,,,
0.28,0.024,10,184,187,140,136,,0.09,0.45,0.46,
0.33,0.024,11,187,,,,,,,,
0.31,0.023,11,140,,,,,,,,
0.3,0.025,11,136,,,,,,,,
0.32,0.025,9,86,32,62,,,0.09,0.91,,
0.35,0.026,10,32,141,93,,,0.26,0.74,,
0.38,0.022,11,141,,,,,,,,
0.42,0.027,11,93,,,,,,,,
0.35,0.022,10,62,111,180,,,0.62,0.38,,
0.34,0.024,11,111,,,,,,,,
0.35,0.02,11,180,,,,,,,,
0.3,0.025,5,136,188,,,,1.0,,,
0.35,0.025,6,188,64,,,,1.0,,,
0.41,0.024,7,64,68,176,159,,0.56,0.1,0.34,
0.39,0.028,8,68,189,,,,1.0,,,
0.47,0.032,9,189,190,,,,1.0,,,
0.46,0.036,10,190,191,192,193,,0.16,0.19,0.65,
0.48,0.04,11,191,,,,,,,,
0.54,0.038,11,192,,,,,,,,
0.52,0.039,11,193,,,,,,,,
0.39,0.021,8,176,194,,,,1.0,,,
0.42,0.018,9,194,195,133,,,0.8,0.2,,
0.44,0.017,10,195,196,130,,,0.14,0.86,,
0.41,0.017,11,196,,,,,,,,
0.45,0.02,11,130,,,,,,,,
0.49,0.019,10,133,132,,,,1.0,,,
0.51,0.019,11,132,,,,,,,,
0.4,0.023,8,159,124,197,,,0.77,0.23,,
0.45,0.022,9,124,110,198,199,,0.22,0.32,0.46,
0.44,0.021,10,110,64,46,,,0.15,0.85,,
0.41,0.024,11,64,,,,,,,,
0.47,0.022,11,46,,,,,,,,
0.53,0.022,10,198,,,,,,,,
0.5,0.02,10,199,200,201,,,0.22,0.78,,
0.56,0.023,11,200,,,,,,,,
0.53,0.024,11,201,,,,,,,,
0.45,0.021,9,197,202,203,,,0.57,0.43,,
0.53,0.023,10,202,,,,,,,,
0.53,0.019,10,203,,,,,,,,
0.3,0.031,4,12,204,,,,1.0,,,
0.29,0.026,5,204,205,206,32,,0.34,0.22,0.44,
0.33,0.029,6,205,169,36,,,0.28,0.72,,
0.34,0.025,7,169,207,188,156,,0.23,0.32,0.44,
0.4,0.024,8,207,208,152,98,,0.22,0.39,0.39,
0.47,0.026,9,208,209,210,211,,0.37,0.48,0.14,
0.48,0.03,10,209,105,69,167,,0.63,0.07,0.3,
0.44,0.03,11,105,,,,,,,,
0.46,0.033,11,69,,,,,,,,
0.54,0.027,11,167,,,,,,,,
0.54,0.024,10,210,,,,,,,,
0.53,0.026,10,211,,,,,,,,
0.43,0.021,9,152,212,159,,,0.15,0.85,,
0.51,0.023,10,212,,,,,,,,
0.4,0.023,10,159,36,213,,,0.83,0.17,,
0.36,0.026,11,36,,,,,,,,
0.46,0.024,11,213,,,,,,,,
0.37,0.027,9,98,50,,,,1.0,,,
0.35,0.029,10,50,71,70,,,0.82,0.18,,
0.37,0.031,11,71,,,,,,,,
0.4,0.03,11,70,,,,,,,,
0.35,0.025,8,188,58,214,,,0.68,0.32,,
0.32,0.028,9,58,215,82,114,,0.44,0.25,0.31,
0.31,0.027,10,215,169,,,,1.0,,,
0.34,0.025,11,169,,,,,,,,
0.35,0.031,10,82,216,93,217,,0.3,0.22,0.49,
0.41,0.026,11,216,,,,,,,,
0.42,0.027,11,93,,,,,,,,
0.37,0.029,11,217,,,,,,,,
0.39,0.024,10,114,72,,,,1.0,,,
0.46,0.027,11,72,,,,,,,,
0.37,0.028,9,214,82,,,,1.0,,,
0.35,0.031,10,82,218,,,,1.0,,,
0.42,0.034,11,218,,,,,,,,
0.42,0.022,8,156,219,,,,1.0,,,
0.48,0.019,9,219,220,,,,1.0,,,
0.43,0.02,10,220,144,221,,,0.32,0.68,,
0.38,0.023,11,144,,,,,,,,
0.47,0.019,11,221,,,,,,,,
0.36,0.026,7,36,97,222,207,,0.2,0.51,0.28,
0.44,0.025,8,97,40,223,,,0.51,0.49,,
0.49,0.028,9,40,39,,,,1.0,,,
0.5,0.032,10,39,224,,,,1.0,,,
0.48,0.033,11,224,,,,,,,,
0.48,0.027,9,223,201,225,,,0.2,0.8,,
0.53,0.024,10,201,,,,,,,,
0.57,0.028,10,225,,,,,,,,
0.36,0.025,8,222,49,,,,1.0,,,
0.37,0.026,9,49,102,226,227,,0.3,0.2,0.5,
0.43,0.025,10,102,228,38,,,0.61,0.39,,
0.49,0.027,11,228,,,,,,,,
0.42,0.024,11,38,,,,,,,,
0.34,0.022,10,226,188,43,,,0.47,0.53,,
0.35,0.025,11,188,,,,,,,,
0.36,0.024,11,43,,,,,,,,
0.38,0.026,10,227,229,,,,1.0,,,
0.45,0.023,11,229,,,,,,,,
0.4,0.024,8,207,61,115,230,,0.43,0.32,0.26,
0.38,0.025,9,61,94,216,188,,0.33,0.3,0.38,
0.37,0.025,10,94,159,,,,1.0,,,
0.4,0.023,11,159,,,,,,,,
0.41,0.026,10,216,231,24,,,0.89,0.11,,
0.47,0.028,11,231,,,,,,,,
0.4,0.029,11,24,,,,,,,,
0.35,0.025,10,188,34,34,144,,0.47,0.16,0.37,
0.39,0.023,11,34,,,,,,,,
0.39,0.023,11,34,,,,,,,,
0.38,0.023,11,144,,,,,,,,
0.42,0.023,9,115,42,38,,,0.99,0.01,,
0.41,0.023,10,42,232,,,,1.0,,,
0.49,0.022,11,232,,,,,,,,
0.42,0.024,10,38,233,,,,1.0,,,
0.43,0.024,11,233,,,,,,,,
0.47,0.027,9,230,234,,,,1.0,,,
0.53,0.029,10,234,,,,,,,,
0.33,0.027,6,206,235,,,,1.0,,,
0.35,0.03,7,235,54,236,93,,0.26,0.48,0.26,
0.35,0.027,8,54,64,,,,1.0,,,
0.41,0.024,9,64,237,227,124,,0.02,0.55,0.43,
0.44,0.024,10,237,238,,,,1.0,,,
0.52,0.027,11,238,,,,,,,,
0.38,0.026,10,227,72,,,,1.0,,,
0.46,0.027,11,72,,,,,,,,
0.45,0.022,10,124,239,240,240,,0.31,0.48,0.22,
0.45,0.026,11,239,,,,,,,,
0.5,0.026,11,240,,,,,,,,
0.5,0.026,11,240,,,,,,,,
0.39,0.03,8,236,241,242,,,0.79,0.21,,
0.36,0.034,9,241,243,,,,1.0,,,
0.36,0.032,10,243,244,245,,,0.8,0.2,,
0.44,0.036,11,244,,,,,,,,
0.37,0.03,11,245,,,,,,,,
0.48,0.034,9,242,246,,,,1.0,,,
0.57,0.033,10,246,,,,,,,,
0.42,0.027,8,93,247,248,,,0.42,0.58,,
0.42,0.031,9,247,249,250,95,,0.26,0.39,0.34,
0.43,0.035,10,249,251,252,253,,0.07,0.53,0.4,
0.53,0.032,11,251,,,,,,,,
0.49,0.031,11,252,,,,,,,,
0.43,0.032,11,253,,,,,,,,
0.47,0.034,10,250,246,,,,1.0,,,
0.57,0.033,11,246,,,,,,,,
0.39,0.032,10,95,88,,,,1.0,,,
0.4,0.027,11,88,,,,,,,,
0.48,0.029,9,248,240,254,,,0.52,0.48,,
0.5,0.026,10,240,255,256,,,0.5,0.5,,
0.55,0.03,11,255,,,,,,,,
0.6,0.028,11,256,,,,,,,,
0.56,0.032,10,254,,,,,,,,
0.35,0.026,6,32,32,257,49,,0.11,0.3,0.59,
0.35,0.026,7,32,98,216,,,0.81,0.19,,
0.37,0.027,8,98,236,79,36,,0.17,0.69,0.13,
0.39,0.03,9,236,258,259,260,,0.58,0.21,0.2,
0.47,0.03,10,258,103,255,261,,0.19,0.69,0.12,
0.51,0.028,11,103,,,,,,,,
0.55,0.03,11,255,,,,,,,,
0.52,0.03,11,261,,,,,,,,
0.41,0.028,10,259,262,213,,,0.6,0.4,,
0.5,0.03,11,262,,,,,,,,
0.46,0.024,11,213,,,,,,,,
0.43,0.034,10,260,263,,,,1.0,,,
0.52,0.031,11,263,,,,,,,,
0.41,0.027,9,79,208,,,,1.0,,,
0.47,0.026,10,208,56,229,117,,0.16,0.34,0.5,
0.43,0.03,11,56,,,,,,,,
0.45,0.023,11,229,,,,,,,,
0.47,0.025,11,117,,,,,,,,
0.36,0.026,9,36,92,,,,1.0,,,
0.36,0.028,10,92,111,102,264,,0.52,0.43,0.05,
0.34,0.024,11,111,,,,,,,,
0.43,0.025,11,102,,,,,,,,
0.43,0.027,11,264,,,,,,,,
0.41,0.026,8,216,70,72,229,,0.54,0.28,0.18,
0.4,0.03,9,70,265,,,,1.0,,,
0.46,0.029,10,265,104,103,,,0.72,0.28,,
0.46,0.03,11,104,,,,,,,,
0.51,0.028,11,103,,,,,,,,
0.46,0.027,9,72,266,267,146,,0.41,0.3,0.3,
0.43,0.026,10,266,268,269,34,,0.03,0.25,0.72,
0.51,0.024,11,268,,,,,,,,
0.44,0.026,11,269,,,,,,,,
0.39,0.023,11,34,,,,,,,,
0.5,0.029,10,267,106,270,101,,0.37,0.14,0.48,
0.56,0.031,11,106,,,,,,,,
0.55,0.029,11,270,,,,,,,,
0.46,0.026,11,101,,,,,,,,
0.47,0.031,10,146,56,,,,1.0,,,
0.43,0.03,11,56,,,,,,,,
0.45,0.023,9,229,271,272,,,0.58,0.42,,
0.51,0.025,10,271,,,,,,,,
0.54,0.026,10,272,,,,,,,,
0.42,0.029,7,257,24,273,274,,0.36,0.43,0.21,
0.4,0.029,8,24,28,,,,1.0,,,
0.38,0.032,9,28,275,158,,,0.47,0.53,,
0.42,0.03,10,275,276,262,,,0.65,0.35,,
0.46,0.034,11,276,,,,,,,,
0.5,0.03,11,262,,,,,,,,
0.46,0.028,10,158,277,,,,1.0,,,
0.55,0.027,11,277,,,,,,,,
0.5,0.028,8,273,246,278,,,0.29,0.71,,
0.57,0.033,9,246,,,,,,,,
0.59,0.03,9,278,,,,,,,,
0.43,0.033,8,274,279,258,280,,0.43,0.09,0.47,
0.49,0.037,9,279,281,282,283,,0.51,0.13,0.36,
0.58,0.037,10,281,,,,,,,,
0.5,0.033,10,282,284,246,250,,0.35,0.08,0.57,
0.58,0.038,11,284,,,,,,,,
0.57,0.033,11,246,,,,,,,,
0.47,0.034,11,250,,,,,,,,
0.51,0.036,10,283,,,,,,,,
0.47,0.03,9,258,285,,,,1.0,,,
0.45,0.033,10,285,282,286,,,0.11,0.89,,
0.5,0.033,11,282,,,,,,,,
0.47,0.035,11,286,,,,,,,,
0.44,0.033,9,280,263,,,,1.0,,,
0.52,0.031,10,263,,,,,,,,
0.37,0.026,7,49,141,79,,,0.1,0.9,,
0.38,0.022,8,141,45,177,152,,0.43,0.53,0.05,
0.39,0.022,9,45,287,159,,,0.98,0.02,,
0.47,0.023,10,287,208,288,121,,0.61,0.22,0.17,
0.47,0.026,11,208,,,,,,,,
0.49,0.024,11,288,,,,,,,,
0.46,0.023,11,121,,,,,,,,
0.4,0.023,10,159,175,168,,,0.53,0.47,,
0.47,0.021,11,175,,,,,,,,
0.48,0.023,11,168,,,,,,,,
0.4,0.02,9,177,289,152,,,0.59,0.41,,
0.4,0.018,10,289,290,291,,,0.38,0.62,,
0.37,0.018,11,290,,,,,,,,
0.47,0.017,11,291,,,,,,,,
0.43,0.021,10,152,109,,,,1.0,,,
0.48,0.02,11,109,,,,,,,,
0.43,0.021,9,152,292,126,,,0.5,0.5,,
0.52,0.024,10,292,,,,,,,,
0.41,0.021,10,126,177,,,,1.0,,,
0.4,0.02,11,177,,,,,,,,
0.41,0.027,8,79,275,213,240,,0.49,0.18,0.33,
0.42,0.03,9,275,293,53,,,0.69,0.31,,
0.4,0.034,10,293,294,,,,1.0,,,
0.4,0.039,11,294,,,,,,,,
0.39,0.029,10,53,295,258,,,0.83,0.17,,
0.44,0.028,11,295,,,,,,,,
0.47,0.03,11,258,,,,,,,,
0.46,0.024,9,213,296,151,151,,0.44,0.49,0.07,
0.52,0.028,10,296,,,,,,,,
0.51,0.021,10,151,,,,,,,,
0.51,0.021,10,151,,,,,,,,
0.5,0.026,9,240,121,258,,,0.45,0.55,,
0.46,0.023,10,121,239,268,,,0.54,0.46,,
0.45,0.026,11,239,,,,,,,,
0.51,0.024,11,268,,,,,,,,
0.47,0.03,10,258,297,,,,1.0,,,
0.44,0.034,11,297,,,,,,,,
0.32,0.029,4,77,214,,,,1.0,,,
0.37,0.028,5,214,49,298,216,,0.47,0.04,0.49,
0.37,0.026,6,49,67,239,,,0.46,0.54,,
0.38,0.028,7,67,101,299,,,0.5,0.5,,
0.46,0.026,8,101,208,300,,,0.45,0.55,,
0.47,0.026,9,208,301,201,248,,0.69,0.28,0.03,
0.57,0.023,10,301,,,,,,,,
0.53,0.024,10,201,,,,,,,,
0.48,0.029,10,248,302,,,,1.0,,,
0.51,0.032,11,302,,,,,,,,
0.48,0.026,9,300,213,,,,1.0,,,
0.46,0.024,10,213,97,,,,1.0,,,
0.44,0.025,11,97,,,,,,,,
0.41,0.029,8,299,303,304,305,,0.12,0.25,0.63,
0.49,0.026,9,303,306,223,307,,0.42,0.07,0.51,
0.59,0.027,10,306,,,,,,,,
0.48,0.027,10,223,106,105,,,0.95,0.05,,
0.56,0.031,11,106,,,,,,,,
0.44,0.03,11,105,,,,,,,,
0.47,0.029,10,307,308,167,309,,0.32,0.23,0.45,
0.57,0.031,11,308,,,,,,,,
0.54,0.027,11,167,,,,,,,,
0.51,0.033,11,309,,,,,,,,
0.48,0.028,9,304,310,240,,,0.53,0.47,,
0.57,0.03,10,310,,,,,,,,
0.5,0.026,10,240,101,,,,1.0,,,
0.46,0.026,11,101,,,,,,,,
0.4,0.033,9,305,311,,,,1.0,,,
0.48,0.031,10,311,312,295,,,0.28,0.72,,
0.45,0.031,11,312,,,,,,,,
0.44,0.028,11,295,,,,,,,,
0.45,0.026,7,239,313,314,296,,0.27,0.46,0.27,
0.53,0.03,8,313,,,,,,,,
0.55,0.024,8,314,,,,,,,,
0.52,0.028,8,296,,,,,,,,
0.42,0.032,6,298,56,315,28,,0.73,0.02,0.26,
0.43,0.03,7,56,316,299,317,,0.0,0.4,0.59,
0.49,0.032,8,316,310,75,190,,0.04,0.47,0.49,
0.57,0.03,9,310,,,,,,,,
0.57,0.035,9,75,,,,,,,,
0.46,0.036,9,190,318,319,320,,0.42,0.3,0.29,
0.55,0.037,10,318,,,,,,,,
0.54,0.042,10,319,,,,,,,,
0.51,0.037,10,320,,,,,,,,
0.41,0.029,8,299,321,,,,1.0,,,
0.4,0.031,9,321,218,,,,1.0,,,
0.42,0.034,10,218,283,322,283,,0.46,0.38,0.16,
0.51,0.036,11,283,,,,,,,,
0.49,0.039,11,322,,,,,,,,
0.51,0.036,11,283,,,,,,,,
0.46,0.032,8,317,323,,,,1.0,,,
0.44,0.031,9,323,324,325,326,,0.38,0.43,0.19,
0.52,0.032,10,324,,,,,,,,
0.5,0.031,10,325,326,327,,,0.16,0.84,,
0.51,0.029,11,326,,,,,,,,
