V1,V2,V3,State,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
0.58,0.025,21,89,,,,,,,,
0.55,0.037,18,73,,,,,,,,
0.54,0.035,14,67,,,,,,,,
0.4,0.044,13,46,90,91,92,,0.44,0.54,0.02,
0.5,0.046,14,90,93,,,,1.0,,,
0.62,0.042,15,93,,,,,,,,
0.48,0.045,14,91,94,95,,,0.6,0.4,,
0.5,0.052,15,94,96,97,,,0.3,0.7,,
0.49,0.053,16,96,98,99,,,0.48,0.52,,
0.51,0.053,17,98,,,,,,,,
0.52,0.051,17,99,,,,,,,,
0.6,0.05,16,97,,,,,,,,
0.55,0.044,15,95,,,,,,,,
0.43,0.042,14,92,100,,,,1.0,,,
0.42,0.037,15,100,101,62,,,0.17,0.83,,
0.46,0.035,16,101,102,,,,1.0,,,
0.54,0.031,17,102,,,,,,,,
0.49,0.034,16,62,57,,,,1.0,,,
0.53,0.038,17,57,,,,,,,,
0.51,0.055,10,28,,,,,,,,
0.52,0.058,9,37,,,,,,,,
0.47,0.058,7,33,103,104,105,,0.43,0.46,0.11,
0.45,0.066,8,103,106,107,,,0.48,0.52,,
0.5,0.067,9,106,108,,,,1.0,,,
0.51,0.072,10,108,,,,,,,,
0.59,0.06,9,107,,,,,,,,
0.53,0.053,8,104,,,,,,,,
0.6,0.056,8,105,,,,,,,,
0.29,0.051,3,5,109,110,111,,0.51,0.18,0.3,
0.35,0.054,4,109,112,113,114,,0.58,0.12,0.3,
0.43,0.048,5,112,32,,,,1.0,,,
0.55,0.05,6,32,,,,,,,,
0.42,0.055,5,113,115,116,117,,0.42,0.49,0.09,
0.44,0.056,6,115,118,,,,1.0,,,
0.43,0.049,7,118,119,,,,1.0,,,
0.46,0.048,8,119,36,120,,,0.46,0.54,,
0.48,0.05,9,36,121,22,,,0.19,0.81,,
0.52,0.057,10,121,,,,,,,,
0.48,0.049,10,22,104,,,,1.0,,,
0.53,0.053,11,104,,,,,,,,
0.45,0.046,9,120,122,123,,,0.95,0.05,,
0.57,0.041,10,122,,,,,,,,
0.48,0.046,10,123,124,12,125,,0.05,0.42,0.53,
0.49,0.044,11,124,126,,,,1.0,,,
0.61,0.051,12,126,,,,,,,,
0.46,0.043,11,12,127,128,129,,0.48,0.22,0.31,
0.55,0.04,12,127,,,,,,,,
0.48,0.048,12,128,130,,,,1.0,,,
0.52,0.048,13,130,,,,,,,,
0.54,0.038,12,129,,,,,,,,
0.59,0.051,11,125,,,,,,,,
0.53,0.055,6,116,,,,,,,,
0.46,0.059,6,117,131,132,,,0.43,0.57,,
0.58,0.06,7,131,,,,,,,,
0.46,0.068,7,132,133,134,,,0.03,0.97,,
0.59,0.072,8,133,,,,,,,,
0.46,0.06,8,134,135,,,,1.0,,,
0.58,0.056,9,135,,,,,,,,
0.41,0.061,5,114,136,,,,1.0,,,
0.48,0.054,6,136,137,138,139,,0.49,0.48,0.04,
0.48,0.055,7,137,140,141,138,,0.38,0.16,0.46,
0.58,0.048,8,140,,,,,,,,
0.58,0.059,8,141,,,,,,,,
0.54,0.061,8,138,,,,,,,,
0.54,0.061,7,138,,,,,,,,
0.54,0.057,7,139,,,,,,,,
0.31,0.047,4,110,142,,,,1.0,,,
0.36,0.052,5,142,13,,,,1.0,,,
0.39,0.054,6,13,143,144,137,,0.07,0.74,0.19,
0.38,0.06,7,143,145,134,146,,0.3,0.58,0.11,
0.41,0.056,8,145,147,116,,,0.76,0.24,,
0.47,0.054,9,147,148,,,,1.0,,,
0.58,0.052,10,148,,,,,,,,
0.53,0.055,9,116,,,,,,,,
0.46,0.06,8,134,149,150,151,,0.35,0.26,0.39,
0.58,0.065,9,149,,,,,,,,
0.55,0.058,9,150,,,,,,,,
0.47,0.066,9,151,152,153,154,,0.09,0.52,0.39,
0.57,0.069,10,152,,,,,,,,
0.49,0.066,10,153,155,,,,1.0,,,
0.63,0.07,11,155,,,,,,,,
0.5,0.058,10,154,156,157,,,0.23,0.77,,
0.64,0.06,11,156,,,,,,,,
0.56,0.058,11,157,,,,,,,,
0.39,0.067,8,146,158,,,,1.0,,,
0.41,0.068,9,158,159,160,,,0.36,0.64,,
0.42,0.075,10,159,161,162,163,,0.35,0.3,0.35,
0.54,0.077,11,161,,,,,,,,
0.51,0.064,11,162,,,,,,,,
0.46,0.075,11,163,164,165,166,,0.29,0.23,0.48,
0.48,0.08,12,164,167,168,,,0.44,0.56,,
0.52,0.08,13,167,,,,,,,,
0.56,0.074,13,168,,,,,,,,
0.46,0.077,12,165,169,170,107,,0.4,0.25,0.35,
0.58,0.064,13,169,,,,,,,,
0.57,0.064,13,170,,,,,,,,
0.59,0.06,13,107,,,,,,,,
0.5,0.075,12,166,171,,,,1.0,,,
0.57,0.079,13,171,,,,,,,,
0.52,0.071,10,160,,,,,,,,
0.45,0.061,7,144,172,,,,1.0,,,
0.54,0.062,8,172,,,,,,,,
0.48,0.055,7,137,173,,,,1.0,,,
0.61,0.061,8,173,,,,,,,,
0.35,0.051,4,111,174,,,,1.0,,,
0.44,0.058,5,174,175,176,177,,0.56,0.37,0.07,
0.49,0.056,6,175,178,179,,,0.36,0.64,,
0.57,0.052,7,178,,,,,,,,
0.62,0.056,7,179,,,,,,,,
0.44,0.054,6,176,180,26,181,,0.42,0.22,0.36,
0.57,0.057,7,180,,,,,,,,
0.48,0.047,7,26,182,,,,1.0,,,
0.53,0.047,8,182,,,,,,,,
0.5,0.049,7,181,128,95,,,0.16,0.84,,
0.48,0.048,8,128,183,184,185,,0.61,0.2,0.19,
0.54,0.052,9,183,,,,,,,,
0.5,0.045,9,184,186,64,187,,0.16,0.6,0.24,
0.49,0.041,10,186,188,189,190,,0.38,0.24,0.38,
0.59,0.04,11,188,,,,,,,,
0.6,0.043,11,189,,,,,,,,
0.56,0.038,11,190,,,,,,,,
0.59,0.041,10,64,,,,,,,,
0.53,0.051,10,187,,,,,,,,
0.5,0.054,9,185,191,192,193,,0.25,0.49,0.26,
0.58,0.053,10,191,,,,,,,,
0.57,0.05,10,192,,,,,,,,
0.57,0.056,10,193,,,,,,,,
0.55,0.044,8,95,,,,,,,,
0.48,0.061,6,177,194,,,,1.0,,,
0.62,0.071,7,194,,,,,,,,
0.3,0.056,3,6,195,196,,,0.26,0.74,,
0.4,0.056,4,195,181,197,,,0.6,0.4,,
0.5,0.049,5,181,198,199,200,,0.19,0.43,0.38,
0.54,0.044,6,198,,,,,,,,
0.54,0.047,6,199,,,,,,,,
0.52,0.055,6,200,,,,,,,,
0.46,0.062,5,197,201,202,132,,0.18,0.5,0.32,
0.55,0.07,6,201,,,,,,,,
0.5,0.056,6,202,203,204,205,,0.18,0.4,0.42,
0.55,0.051,7,203,,,,,,,,
0.6,0.059,7,204,,,,,,,,
0.47,0.057,7,205,148,131,,,0.39,0.61,,
0.58,0.052,8,148,,,,,,,,
0.58,0.06,8,131,,,,,,,,
0.46,0.068,6,132,206,207,,,0.44,0.56,,
0.56,0.075,7,206,,,,,,,,
0.52,0.077,7,207,,,,,,,,
0.4,0.063,4,196,208,,,,1.0,,,
0.52,0.069,5,208,,,,,,,,
0.19,0.054,2,3,209,,,,1.0,,,
0.24,0.052,3,209,210,211,212,,0.25,0.14,0.62,
0.26,0.051,4,210,213,214,,,0.52,0.48,,
0.31,0.052,5,213,215,,,,1.0,,,
0.34,0.052,6,215,216,217,142,,0.34,0.29,0.36,
0.38,0.051,7,216,218,,,,1.0,,,
0.43,0.054,8,218,138,219,,,0.48,0.52,,
0.54,0.061,9,138,,,,,,,,
0.55,0.049,9,219,,,,,,,,
0.42,0.057,7,217,33,,,,1.0,,,
0.47,0.058,8,33,154,,,,1.0,,,
0.5,0.058,9,154,220,,,,1.0,,,
0.56,0.057,10,220,,,,,,,,
0.36,0.052,7,142,221,222,,,0.44,0.56,,
0.4,0.058,8,221,223,,,,1.0,,,
0.52,0.054,9,223,,,,,,,,
0.37,0.047,8,222,218,224,,,0.5,0.5,,
0.43,0.054,9,218,11,225,,,0.35,0.65,,
0.46,0.051,10,11,226,,,,1.0,,,
0.45,0.058,11,226,141,227,98,,0.45,0.1,0.45,
0.58,0.059,12,141,,,,,,,,
0.5,0.062,12,227,228,229,,,0.29,0.71,,
0.58,0.067,13,228,,,,,,,,
0.56,0.07,13,229,,,,,,,,
0.51,0.053,12,98,,,,,,,,
0.54,0.051,10,225,,,,,,,,
0.46,0.041,9,224,230,231,232,,0.2,0.24,0.56,
0.44,0.046,10,230,233,234,,,0.81,0.19,,
0.44,0.04,11,233,235,236,,,0.37,0.63,,
0.51,0.035,12,235,,,,,,,,
0.46,0.038,12,236,237,238,,,0.04,0.96,,
0.57,0.037,13,237,,,,,,,,
0.49,0.037,13,238,239,240,241,,0.27,0.54,0.19,
0.57,0.034,14,239,,,,,,,,
0.52,0.033,14,240,,,,,,,,
0.6,0.036,14,241,,,,,,,,
0.46,0.049,11,234,35,242,243,,0.09,0.45,0.46,
0.44,0.052,12,35,244,245,,,0.09,0.91,,
0.43,0.047,13,244,246,130,,,0.26,0.74,,
0.41,0.051,14,246,247,248,,,0.62,0.38,,
0.46,0.055,15,247,10,,,,1.0,,,
0.45,0.048,16,10,185,,,,1.0,,,
0.5,0.054,17,185,249,250,251,,0.56,0.1,0.34,
0.62,0.062,18,249,,,,,,,,
0.51,0.051,18,250,,,,,,,,
0.62,0.057,18,251,,,,,,,,
0.52,0.049,15,248,,,,,,,,
0.52,0.048,14,130,,,,,,,,
0.55,0.048,13,245,,,,,,,,
0.54,0.054,12,242,,,,,,,,
0.51,0.05,12,243,,,,,,,,
0.57,0.04,10,231,,,,,,,,
0.53,0.04,10,232,,,,,,,,
0.29,0.049,5,214,8,,,,1.0,,,
0.36,0.048,6,8,252,,,,1.0,,,
0.43,0.053,7,252,253,36,247,,0.16,0.19,0.65,
0.53,0.059,8,253,,,,,,,,
0.48,0.05,8,36,97,,,,1.0,,,
0.6,0.05,9,97,,,,,,,,
0.46,0.055,8,247,254,255,,,0.8,0.2,,
0.52,0.056,9,254,,,,,,,,
0.56,0.056,9,255,,,,,,,,
0.27,0.051,4,211,256,9,,,0.14,0.86,,
0.35,0.057,5,256,257,,,,1.0,,,
0.46,0.053,6,257,258,180,,,0.77,0.23,,
0.49,0.055,7,258,259,148,39,,0.22,0.32,0.46,
0.6,0.048,8,259,,,,,,,,
0.58,0.052,8,148,,,,,,,,
0.57,0.055,8,39,,,,,,,,
0.57,0.057,7,180,,,,,,,,
0.37,0.048,5,9,260,261,,,0.15,0.85,,
0.43,0.046,6,260,262,263,,,0.22,0.78,,
0.52,0.053,7,262,,,,,,,,
0.54,0.043,7,263,,,,,,,,
0.42,0.049,6,261,118,264,,,0.57,0.43,,
0.43,0.049,7,118,128,,,,1.0,,,
0.48,0.048,8,128,265,263,266,,0.34,0.22,0.44,
0.56,0.05,9,265,,,,,,,,
0.54,0.043,9,263,,,,,,,,
0.57,0.044,9,266,,,,,,,,
0.43,0.043,7,264,267,268,,,0.28,0.72,,
0.52,0.043,8,267,,,,,,,,
0.4,0.038,8,268,269,270,271,,0.23,0.32,0.44,
0.44,0.035,9,269,272,273,274,,0.22,0.39,0.39,
0.5,0.034,10,272,275,129,276,,0.37,0.48,0.14,
0.55,0.039,11,275,,,,,,,,
0.54,0.038,11,129,,,,,,,,
0.49,0.039,11,276,73,78,277,,0.63,0.07,0.3,
0.55,0.037,12,73,,,,,,,,
0.46,0.034,12,78,278,279,,,0.15,0.85,,
0.55,0.033,13,278,,,,,,,,
0.44,0.033,13,279,238,280,,,0.83,0.17,,
0.49,0.037,14,238,281,,,,1.0,,,
0.6,0.035,15,281,,,,,,,,
0.53,0.032,14,280,,,,,,,,
0.47,0.037,12,277,282,69,,,0.82,0.18,,
0.57,0.042,13,282,,,,,,,,
0.46,0.033,13,69,283,57,,,0.68,0.32,,
0.48,0.032,14,283,284,285,279,,0.44,0.25,0.31,
0.55,0.036,15,284,,,,,,,,
0.52,0.028,15,285,,,,,,,,
0.44,0.033,15,279,286,,,,1.0,,,
0.42,0.034,16,286,19,287,288,,0.3,0.22,0.49,
0.43,0.037,17,19,277,,,,1.0,,,
0.47,0.037,18,277,122,,,,1.0,,,
0.57,0.041,19,122,,,,,,,,
0.39,0.039,17,287,288,,,,1.0,,,
0.41,0.037,18,288,289,,,,1.0,,,
0.44,0.039,19,289,290,,,,1.0,,,
0.48,0.034,20,290,291,54,,,0.32,0.68,,
0.56,0.039,21,291,,,,,,,,
0.49,0.035,21,54,,,,,,,,
0.41,0.037,17,288,292,293,44,,0.2,0.51,0.28,
0.48,0.036,18,292,57,232,,,0.51,0.49,,
0.53,0.038,19,57,,,,,,,,
0.53,0.04,19,232,,,,,,,,
0.5,0.042,18,293,21,,,,1.0,,,
0.52,0.042,19,21,,,,,,,,
0.48,0.038,18,44,127,,,,1.0,,,
0.55,0.04,19,127,,,,,,,,
0.53,0.038,14,57,,,,,,,,
0.53,0.034,10,273,,,,,,,,
0.42,0.036,10,274,294,295,,,0.2,0.8,,
0.5,0.04,11,294,296,,,,1.0,,,
0.53,0.042,12,296,,,,,,,,
0.43,0.031,11,295,297,298,70,,0.3,0.2,0.5,
0.48,0.028,12,297,299,300,,,0.61,0.39,,
0.47,0.03,13,299,301,302,,,0.47,0.53,,
0.57,0.035,14,301,,,,,,,,
0.55,0.03,14,302,,,,,,,,
0.46,0.03,13,300,298,,,,1.0,,,
0.51,0.033,14,298,,,,,,,,
0.51,0.033,12,298,,,,,,,,
0.47,0.034,12,70,292,303,275,,0.43,0.32,0.26,
0.48,0.036,13,292,304,305,64,,0.33,0.3,0.38,
0.59,0.036,14,304,,,,,,,,
0.59,0.034,14,305,,,,,,,,
0.59,0.041,14,64,,,,,,,,
0.58,0.04,13,303,,,,,,,,
0.55,0.039,13,275,,,,,,,,
0.39,0.035,9,270,306,,,,1.0,,,
0.38,0.034,10,306,307,308,,,0.89,0.11,,
0.45,0.036,11,307,50,309,310,,0.47,0.16,0.37,
0.51,0.04,12,50,,,,,,,,
0.5,0.036,12,309,311,63,,,0.99,0.01,,
0.59,0.033,13,311,,,,,,,,
0.56,0.033,13,63,,,,,,,,
0.47,0.035,12,310,312,,,,1.0,,,
0.44,0.038,13,312,296,,,,1.0,,,
0.53,0.042,14,296,,,,,,,,
0.45,0.034,11,308,67,,,,1.0,,,
0.54,0.035,12,67,,,,,,,,
0.49,0.038,9,271,18,,,,1.0,,,
0.47,0.044,10,18,66,313,314,,0.26,0.48,0.26,
0.48,0.042,11,66,30,,,,1.0,,,
0.48,0.043,12,30,26,296,315,,0.02,0.55,0.43,
0.48,0.047,13,26,257,,,,1.0,,,
0.46,0.053,14,257,316,,,,1.0,,,
0.45,0.056,15,316,192,317,318,,0.31,0.48,0.22,
0.57,0.05,16,192,,,,,,,,
0.49,0.061,16,317,319,320,,,0.79,0.21,,
0.48,0.066,17,319,321,,,,1.0,,,
0.53,0.073,18,321,,,,,,,,
0.6,0.062,17,320,,,,,,,,
0.51,0.058,16,318,,,,,,,,
0.53,0.042,13,296,,,,,,,,
0.47,0.04,13,315,42,276,,,0.8,0.2,,
0.52,0.045,14,42,,,,,,,,
0.49,0.039,14,276,322,,,,1.0,,,
0.6,0.041,15,322,,,,,,,,
0.45,0.051,11,313,323,324,,,0.42,0.58,,
0.56,0.059,12,323,,,,,,,,
0.44,0.05,12,324,325,326,56,,0.26,0.39,0.34,
0.43,0.045,13,325,186,296,327,,0.07,0.53,0.4,
0.49,0.041,14,186,328,,,,1.0,,,
0.53,0.041,15,328,,,,,,,,
0.53,0.042,14,296,,,,,,,,
0.47,0.049,14,327,254,,,,1.0,,,
0.52,0.056,15,254,,,,,,,,
0.48,0.058,13,326,329,330,,,0.52,0.48,,
0.59,0.052,14,329,,,,,,,,
0.6,0.066,14,330,,,,,,,,
0.53,0.049,13,56,,,,,,,,
0.53,0.039,11,314,,,,,,,,
0.29,0.053,4,212,331,332,,,0.5,0.5,,
0.35,0.048,5,331,333,334,335,,0.11,0.3,0.59,
0.38,0.047,6,333,336,337,,,0.81,0.19,,
0.42,0.052,7,336,338,339,340,,0.17,0.69,0.13,
0.46,0.054,8,338,32,341,342,,0.58,0.21,0.2,
0.55,0.05,9,32,,,,,,,,
0.45,0.059,9,341,343,344,345,,0.19,0.69,0.12,
0.51,0.065,10,343,,,,,,,,
0.57,0.067,10,344,,,,,,,,
0.48,0.053,10,345,327,346,,,0.6,0.4,,
0.47,0.049,11,327,11,,,,1.0,,,
0.46,0.051,12,11,157,,,,1.0,,,
0.56,0.058,13,157,,,,,,,,
0.52,0.06,11,346,,,,,,,,
0.53,0.052,9,342,,,,,,,,
0.44,0.049,8,339,347,348,349,,0.16,0.34,0.5,
0.55,0.052,9,347,,,,,,,,
0.42,0.043,9,348,350,,,,1.0,,,
0.43,0.044,10,350,187,44,351,,0.52,0.43,0.05,
0.53,0.051,11,187,,,,,,,,
0.48,0.038,11,44,352,353,69,,0.54,0.28,0.18,
0.49,0.043,12,352,10,,,,1.0,,,
0.45,0.048,13,10,176,354,,,0.72,0.28,,
0.44,0.054,14,176,51,316,355,,0.41,0.3,0.3,
0.52,0.047,15,51,,,,,,,,
0.45,0.056,15,316,134,356,94,,0.03,0.25,0.72,
0.46,0.06,16,134,357,136,138,,0.37,0.14,0.48,
0.45,0.057,17,357,37,,,,1.0,,,
0.52,0.058,18,37,,,,,,,,
0.48,0.054,17,136,358,26,,,0.58,0.42,,
0.53,0.054,18,358,,,,,,,,
0.48,0.047,18,26,125,359,360,,0.36,0.43,0.21,
0.59,0.051,19,125,,,,,,,,
0.51,0.043,19,359,,,,,,,,
0.46,0.045,19,360,296,,,,1.0,,,
0.53,0.042,20,296,,,,,,,,
0.54,0.061,17,138,,,,,,,,
0.52,0.059,16,356,,,,,,,,
0.5,0.052,16,94,253,361,,,0.47,0.53,,
0.53,0.059,17,253,,,,,,,,
0.53,0.045,17,361,,,,,,,,
0.43,0.059,15,355,362,363,,,0.65,0.35,,
0.42,0.059,16,362,364,,,,1.0,,,
0.44,0.066,17,364,365,366,,,0.29,0.71,,
0.55,0.061,18,365,,,,,,,,
0.49,0.067,18,366,367,368,369,,0.43,0.09,0.47,
0.52,0.061,19,367,,,,,,,,
0.62,0.069,19,368,,,,,,,,
0.49,0.077,19,369,370,371,153,,0.51,0.13,0.36,
0.49,0.072,20,370,372,373,374,,0.35,0.08,0.57,
0.6,0.07,21,372,,,,,,,,
0.53,0.066,21,373,,,,,,,,
0.49,0.078,21,374,,,,,,,,
0.61,0.073,20,371,,,,,,,,
0.49,0.066,20,153,375,,,,1.0,,,
0.56,0.072,21,375,,,,,,,,
0.54,0.068,16,363,,,,,,,,
0.47,0.055,14,354,376,377,,,0.11,0.89,,
0.57,0.049,15,376,,,,,,,,
0.55,0.055,15,377,,,,,,,,
0.5,0.038,12,353,378,,,,1.0,,,
0.57,0.039,13,378,,,,,,,,
0.46,0.033,12,69,379,380,,,0.1,0.9,,
0.57,0.029,13,379,,,,,,,,
0.53,0.035,13,380,,,,,,,,
0.42,0.038,11,351,381,59,92,,0.43,0.53,0.05,
0.48,0.044,12,381,382,192,,,0.98,0.02,,
0.59,0.039,13,382,,,,,,,,
0.57,0.05,13,192,,,,,,,,
0.46,0.036,12,59,71,383,384,,0.61,0.22,0.17,
0.44,0.034,13,71,385,71,,,0.53,0.47,,
0.43,0.033,14,385,386,238,,,0.59,0.41,,
0.42,0.035,15,386,61,386,,,0.38,0.62,,
0.43,0.034,16,61,387,,,,1.0,,,
0.41,0.032,17,387,388,389,,,0.5,0.5,,
0.46,0.028,18,388,390,,,,1.0,,,
0.49,0.031,19,390,240,391,309,,0.49,0.18,0.33,
0.52,0.033,20,240,,,,,,,,
0.55,0.029,20,391,,,,,,,,
0.5,0.036,20,309,284,273,,,0.69,0.31,,
0.55,0.036,21,284,,,,,,,,
0.53,0.034,21,273,,,,,,,,
0.43,0.036,18,389,79,,,,1.0,,,
0.42,0.032,19,79,68,290,,,0.83,0.17,,
0.49,0.036,20,68,392,393,394,,0.44,0.49,0.07,
0.5,0.035,21,392,,,,,,,,
0.59,0.042,21,393,,,,,,,,
0.52,0.04,21,394,,,,,,,,
0.48,0.034,20,290,395,67,,,0.45,0.55,,
0.49,0.04,21,395,,,,,,,,
0.54,0.035,21,67,,,,,,,,
0.42,0.035,16,386,286,70,,,0.54,0.46,,
0.42,0.034,17,286,396,,,,1.0,,,
0.51,0.036,18,396,,,,,,,,
0.47,0.034,17,70,307,,,,1.0,,,
0.45,0.036,18,307,384,127,308,,0.47,0.04,0.49,
0.48,0.033,19,384,70,397,,,0.46,0.54,,
0.47,0.034,20,70,398,75,,,0.5,0.5,,
0.46,0.031,21,398,,,,,,,,
0.5,0.03,21,75,,,,,,,,
0.53,0.036,20,397,,,,,,,,
0.55,0.04,19,127,,,,,,,,
0.45,0.034,19,308,399,302,,,0.45,0.55,,
0.53,0.033,20,399,,,,,,,,
0.55,0.03,20,302,,,,,,,,
0.49,0.037,15,238,16,400,122,,0.69,0.28,0.03,
0.6,0.037,16,16,,,,,,,,
0.48,0.037,16,400,401,,,,1.0,,,
0.58,0.042,17,401,,,,,,,,
0.57,0.041,16,122,,,,,,,,
0.44,0.034,14,71,238,,,,1.0,,,
0.49,0.037,15,238,353,,,,1.0,,,
0.5,0.038,16,353,284,402,403,,0.12,0.25,0.63,
0.55,0.036,17,284,,,,,,,,
0.51,0.045,17,402,,,,,,,,
0.61,0.038,17,403,,,,,,,,
0.51,0.037,13,383,,,,,,,,
0.48,0.033,13,384,404,405,406,,0.42,0.07,0.51,
0.49,0.032,14,404,308,278,,,0.95,0.05,,
0.45,0.034,15,308,79,78,407,,0.32,0.23,0.45,
0.42,0.032,16,79,308,408,,,0.53,0.47,,
0.45,0.034,17,308,409,,,,1.0,,,
0.43,0.038,18,409,410,,,,1.0,,,
0.41,0.043,19,410,49,130,,,0.28,0.72,,
0.51,0.038,20,49,,,,,,,,
0.52,0.048,20,130,,,,,,,,
0.5,0.032,17,408,405,63,397,,0.27,0.46,0.27,
0.53,0.03,18,405,,,,,,,,
0.56,0.033,18,63,,,,,,,,
0.53,0.036,18,397,,,,,,,,
0.46,0.034,16,78,240,411,53,,0.73,0.02,0.26,
0.52,0.033,17,240,,,,,,,,
0.56,0.034,17,411,,,,,,,,
0.47,0.039,17,53,301,412,413,,0.0,0.4,0.59,
0.57,0.035,18,301,,,,,,,,
0.48,0.04,18,412,281,224,414,,0.04,0.47,0.49,
0.6,0.035,19,281,,,,,,,,
0.46,0.041,19,224,415,269,389,,0.42,0.3,0.29,
0.52,0.037,20,415,,,,,,,,
0.44,0.035,20,269,404,,,,1.0,,,
0.49,0.032,21,404,,,,,,,,
0.43,0.036,20,389,416,,,,1.0,,,
0.51,0.041,21,416,,,,,,,,
0.59,0.044,19,414,,,,,,,,
0.55,0.038,18,413,,,,,,,,
0.45,0.037,16,407,238,59,92,,0.46,0.38,0.16,
0.49,0.037,17,238,14,,,,1.0,,,
0.5,0.041,18,14,417,412,418,,0.38,0.43,0.19,
0.59,0.038,19,417,,,,,,,,
0.48,0.04,19,412,23,293,,,0.16,0.84,,
0.49,0.045,20,23,419,,,,1.0,,,
0.59,0.045,21,419,,,,,,,,
0.5,0.042,20,293,420,294,421,,0.32,0.01,0.67,
0.53,0.044,21,420,,,,,,,,
0.5,0.04,21,294,,,,,,,,
0.62,0.037,21,421,,,,,,,,
