V1,V2,V3,State,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
0.38,0.048,5,68,71,,,,1.0,,,
0.39,0.042,6,71,72,,,,1.0,,,
0.48,0.038,7,72,73,,,,1.0,,,
0.52,0.037,8,73,,,,,,,,
0.32,0.043,5,69,74,75,68,,0.65,0.26,0.09,
0.33,0.044,6,74,76,,,,1.0,,,
0.43,0.046,7,76,77,78,79,,0.62,0.34,0.04,
0.42,0.04,8,77,80,,,,1.0,,,
0.51,0.045,9,80,,,,,,,,
0.48,0.046,8,78,81,,,,1.0,,,
0.58,0.043,9,81,,,,,,,,
0.43,0.049,8,79,82,83,84,,0.38,0.45,0.17,
0.43,0.048,9,82,85,86,,,0.06,0.94,,
0.44,0.053,10,85,79,34,87,,0.31,0.38,0.32,
0.43,0.049,11,79,,,,,,,,
0.51,0.056,11,34,,,,,,,,
0.47,0.048,11,87,,,,,,,,
0.48,0.048,10,86,88,84,89,,0.5,0.34,0.16,
0.48,0.051,11,88,,,,,,,,
0.48,0.045,11,84,,,,,,,,
0.46,0.051,11,89,,,,,,,,
0.41,0.047,9,83,90,91,92,,0.44,0.54,0.02,
0.5,0.052,10,90,86,,,,1.0,,,
0.48,0.048,11,86,,,,,,,,
0.5,0.047,10,91,93,94,,,0.6,0.4,,
0.6,0.045,11,93,,,,,,,,
0.63,0.047,11,94,,,,,,,,
0.51,0.048,10,92,,,,,,,,
0.48,0.045,9,84,95,96,,,0.3,0.7,,
0.49,0.052,10,95,97,98,,,0.48,0.52,,
0.47,0.049,11,97,,,,,,,,
0.56,0.052,11,98,,,,,,,,
0.47,0.039,10,96,99,,,,1.0,,,
0.49,0.038,11,99,,,,,,,,
0.36,0.046,6,75,100,101,,,0.17,0.83,,
0.35,0.046,7,100,102,,,,1.0,,,
0.41,0.04,8,102,103,,,,1.0,,,
0.51,0.043,9,103,,,,,,,,
0.42,0.05,7,101,104,105,106,,0.43,0.46,0.11,
0.52,0.055,8,104,,,,,,,,
0.49,0.045,8,105,88,107,,,0.48,0.52,,
0.48,0.051,9,88,39,,,,1.0,,,
0.58,0.049,10,39,,,,,,,,
0.56,0.039,9,107,,,,,,,,
0.47,0.054,8,106,37,108,109,,0.51,0.18,0.3,
0.5,0.049,9,37,110,111,112,,0.58,0.12,0.3,
0.5,0.054,10,110,52,,,,1.0,,,
0.56,0.051,11,52,,,,,,,,
0.63,0.052,10,111,,,,,,,,
0.6,0.054,10,112,,,,,,,,
0.57,0.062,9,108,,,,,,,,
0.47,0.053,9,109,113,114,115,,0.42,0.49,0.09,
0.56,0.061,10,113,,,,,,,,
0.46,0.046,10,114,116,,,,1.0,,,
0.55,0.046,11,116,,,,,,,,
0.57,0.061,10,115,,,,,,,,
0.38,0.048,6,68,117,,,,1.0,,,
0.49,0.049,7,117,118,119,,,0.46,0.54,,
0.54,0.048,8,118,,,,,,,,
0.61,0.048,8,119,,,,,,,,
0.31,0.039,5,70,120,121,,,0.19,0.81,,
0.32,0.044,6,120,122,,,,1.0,,,
0.36,0.049,7,122,47,123,,,0.95,0.05,,
0.45,0.053,8,47,31,124,125,,0.05,0.42,0.53,
0.44,0.057,9,31,110,,,,1.0,,,
0.5,0.054,10,110,126,127,115,,0.48,0.22,0.31,
0.57,0.058,11,126,,,,,,,,
0.61,0.051,11,127,,,,,,,,
0.57,0.061,11,115,,,,,,,,
0.56,0.056,9,124,,,,,,,,
0.44,0.051,9,125,128,,,,1.0,,,
0.44,0.059,10,128,129,130,,,0.43,0.57,,
0.56,0.065,11,129,,,,,,,,
0.56,0.059,11,130,,,,,,,,
0.36,0.051,8,123,36,131,,,0.03,0.97,,
0.46,0.056,9,36,132,,,,1.0,,,
0.49,0.054,10,132,133,,,,1.0,,,
0.5,0.055,11,133,,,,,,,,
0.44,0.052,9,131,134,86,89,,0.49,0.48,0.04,
0.53,0.056,10,134,,,,,,,,
0.48,0.048,10,86,135,114,133,,0.38,0.16,0.46,
0.45,0.043,11,135,,,,,,,,
0.46,0.046,11,114,,,,,,,,
0.5,0.055,11,133,,,,,,,,
0.46,0.051,10,89,90,,,,1.0,,,
0.5,0.052,11,90,,,,,,,,
0.35,0.036,6,121,136,,,,1.0,,,
0.35,0.031,7,136,137,138,139,,0.07,0.74,0.19,
0.42,0.03,8,137,140,141,142,,0.3,0.58,0.11,
0.43,0.031,9,140,143,144,,,0.76,0.24,,
0.43,0.03,10,143,145,,,,1.0,,,
0.42,0.031,11,145,,,,,,,,
0.47,0.027,10,144,146,147,148,,0.35,0.26,0.39,
0.54,0.026,11,146,,,,,,,,
0.57,0.027,11,147,,,,,,,,
0.53,0.026,11,148,,,,,,,,
0.44,0.03,9,141,149,150,151,,0.09,0.52,0.39,
0.41,0.026,10,149,152,,,,1.0,,,
0.38,0.026,11,152,,,,,,,,
0.43,0.034,10,150,141,153,,,0.23,0.77,,
0.44,0.03,11,141,,,,,,,,
0.52,0.034,11,153,,,,,,,,
0.44,0.032,10,151,154,,,,1.0,,,
0.51,0.029,11,154,,,,,,,,
0.48,0.031,9,142,155,156,,,0.36,0.64,,
0.57,0.029,10,155,,,,,,,,
0.45,0.034,10,156,157,158,159,,0.35,0.3,0.35,
0.48,0.035,11,157,,,,,,,,
0.5,0.031,11,158,,,,,,,,
0.55,0.034,11,159,,,,,,,,
0.38,0.034,8,138,160,161,162,,0.29,0.23,0.48,
0.44,0.033,9,160,73,141,,,0.44,0.56,,
0.52,0.037,10,73,,,,,,,,
0.44,0.03,10,141,163,164,165,,0.4,0.25,0.35,
0.4,0.03,11,163,,,,,,,,
0.45,0.035,11,164,,,,,,,,
0.4,0.031,11,165,,,,,,,,
0.47,0.033,9,161,166,,,,1.0,,,
0.55,0.03,10,166,,,,,,,,
0.37,0.03,9,162,167,,,,1.0,,,
0.41,0.031,10,167,168,,,,1.0,,,
0.44,0.034,11,168,,,,,,,,
0.34,0.028,8,139,169,,,,1.0,,,
0.38,0.03,9,169,170,171,172,,0.56,0.37,0.07,
0.41,0.034,10,170,173,174,,,0.36,0.64,,
0.4,0.037,11,173,,,,,,,,
0.49,0.034,11,174,,,,,,,,
0.39,0.033,10,171,175,176,177,,0.42,0.22,0.36,
0.46,0.031,11,175,,,,,,,,
0.4,0.032,11,176,,,,,,,,
0.41,0.029,11,177,,,,,,,,
0.39,0.026,10,172,178,,,,1.0,,,
0.44,0.028,11,178,,,,,,,,
