V1,V2,V3,State,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
0.35,0.039,3,5,69,70,71,,0.65,0.26,0.09,
0.38,0.037,4,69,72,,,,1.0,,,
0.46,0.041,5,72,73,74,75,,0.62,0.34,0.04,
0.51,0.047,6,73,,,,,,,,
0.46,0.039,6,74,76,,,,1.0,,,
0.57,0.037,7,76,,,,,,,,
0.54,0.045,6,75,,,,,,,,
0.43,0.037,4,70,77,,,,1.0,,,
0.54,0.032,5,77,,,,,,,,
0.39,0.042,4,71,78,79,12,,0.38,0.45,0.17,
0.45,0.044,5,78,18,80,,,0.06,0.94,,
0.48,0.04,6,18,81,82,83,,0.31,0.38,0.32,
0.52,0.045,7,81,,,,,,,,
0.59,0.045,7,82,,,,,,,,
0.46,0.044,7,83,84,85,86,,0.5,0.34,0.16,
0.43,0.049,8,84,86,87,88,,0.44,0.54,0.02,
0.53,0.044,9,86,,,,,,,,
0.43,0.043,9,87,89,,,,1.0,,,
0.5,0.046,10,89,90,91,,,0.6,0.4,,
0.57,0.05,11,90,,,,,,,,
0.62,0.046,11,91,,,,,,,,
0.46,0.047,9,88,92,93,,,0.3,0.7,,
0.45,0.054,10,92,94,95,,,0.48,0.52,,
0.52,0.053,11,94,,,,,,,,
0.54,0.05,11,95,,,,,,,,
0.53,0.047,10,93,,,,,,,,
0.48,0.051,8,85,96,,,,1.0,,,
0.47,0.058,9,96,97,98,,,0.17,0.83,,
0.58,0.059,10,97,,,,,,,,
0.46,0.06,10,98,99,,,,1.0,,,
0.55,0.068,11,99,,,,,,,,
0.53,0.044,8,86,,,,,,,,
0.44,0.043,6,80,100,,,,1.0,,,
0.52,0.044,7,100,,,,,,,,
0.41,0.046,5,79,101,102,103,,0.43,0.46,0.11,
0.39,0.041,6,101,104,105,,,0.48,0.52,,
0.49,0.042,7,104,106,,,,1.0,,,
0.54,0.037,8,106,,,,,,,,
0.45,0.04,7,105,107,108,80,,0.51,0.18,0.3,
0.49,0.036,8,107,109,110,111,,0.58,0.12,0.3,
0.46,0.034,9,109,111,,,,1.0,,,
0.55,0.04,10,111,,,,,,,,
0.48,0.039,9,110,109,20,112,,0.42,0.49,0.09,
0.46,0.034,10,109,113,,,,1.0,,,
0.48,0.03,11,113,114,,,,1.0,,,
0.57,0.029,12,114,,,,,,,,
0.51,0.037,10,20,,,,,,,,
0.47,0.041,10,112,115,116,,,0.46,0.54,,
0.46,0.04,11,115,117,106,,,0.19,0.81,,
0.56,0.035,12,117,,,,,,,,
0.54,0.037,12,106,,,,,,,,
0.59,0.047,11,116,,,,,,,,
0.55,0.04,9,111,,,,,,,,
0.5,0.038,8,108,118,,,,1.0,,,
0.48,0.037,9,118,20,119,,,0.95,0.05,,
0.51,0.037,10,20,,,,,,,,
0.51,0.032,10,119,,,,,,,,
0.44,0.043,8,80,120,121,95,,0.05,0.42,0.53,
0.44,0.05,9,120,122,,,,1.0,,,
0.5,0.051,10,122,123,124,125,,0.48,0.22,0.31,
0.61,0.051,11,123,,,,,,,,
0.49,0.049,11,124,126,,,,1.0,,,
0.5,0.05,12,126,127,128,,,0.43,0.57,,
0.52,0.056,13,127,,,,,,,,
0.56,0.045,13,128,,,,,,,,
0.58,0.058,11,125,,,,,,,,
0.54,0.049,9,121,,,,,,,,
0.54,0.05,9,95,,,,,,,,
0.43,0.047,6,102,79,129,,,0.03,0.97,,
0.41,0.046,7,79,130,,,,1.0,,,
0.49,0.041,8,130,131,,,,1.0,,,
0.49,0.037,9,131,132,133,134,,0.49,0.48,0.04,
0.57,0.039,10,132,,,,,,,,
0.49,0.043,10,133,135,136,137,,0.38,0.16,0.46,
0.54,0.047,11,135,,,,,,,,
0.47,0.048,11,136,138,,,,1.0,,,
0.6,0.043,12,138,,,,,,,,
0.6,0.04,11,137,,,,,,,,
0.6,0.037,10,134,,,,,,,,
0.53,0.042,7,129,,,,,,,,
0.5,0.044,6,103,139,,,,1.0,,,
0.48,0.043,7,139,140,141,11,,0.07,0.74,0.19,
0.57,0.042,8,140,,,,,,,,
0.49,0.046,8,141,142,143,144,,0.3,0.58,0.11,
0.55,0.044,9,142,,,,,,,,
0.58,0.045,9,143,,,,,,,,
0.59,0.048,9,144,,,,,,,,
0.47,0.043,8,11,145,146,,,0.76,0.24,,
0.54,0.048,9,145,,,,,,,,
0.44,0.046,9,146,147,,,,1.0,,,
0.52,0.052,10,147,,,,,,,,
0.43,0.04,5,12,148,149,150,,0.35,0.26,0.39,
0.48,0.042,6,148,81,151,152,,0.09,0.52,0.39,
0.52,0.045,7,81,,,,,,,,
0.59,0.046,7,151,,,,,,,,
0.57,0.048,7,152,,,,,,,,
0.4,0.035,6,149,153,,,,1.0,,,
0.43,0.034,7,153,131,154,,,0.23,0.77,,
0.49,0.037,8,131,109,,,,1.0,,,
0.46,0.034,9,109,155,156,,,0.36,0.64,,
0.51,0.034,10,155,,,,,,,,
0.55,0.031,10,156,,,,,,,,
0.43,0.035,8,154,17,157,158,,0.35,0.3,0.35,
0.49,0.035,9,17,159,160,107,,0.29,0.23,0.48,
0.48,0.035,10,159,161,162,,,0.44,0.56,,
0.54,0.041,11,161,,,,,,,,
0.46,0.038,11,162,110,163,164,,0.4,0.25,0.35,
0.48,0.039,12,110,165,,,,1.0,,,
0.47,0.034,13,165,131,,,,1.0,,,
0.49,0.037,14,131,162,,,,1.0,,,
0.46,0.038,15,162,118,,,,1.0,,,
0.48,0.037,16,118,,,,,,,,
0.52,0.043,12,163,,,,,,,,
0.54,0.04,12,164,,,,,,,,
0.55,0.034,10,160,,,,,,,,
0.49,0.036,10,107,117,166,33,,0.56,0.37,0.07,
0.56,0.035,11,117,,,,,,,,
0.56,0.04,11,166,,,,,,,,
0.58,0.032,11,33,,,,,,,,
0.46,0.032,9,157,167,168,,,0.36,0.64,,
0.44,0.028,10,167,169,170,171,,0.42,0.22,0.36,
0.47,0.029,11,169,61,,,,1.0,,,
0.43,0.03,12,61,172,31,,,0.16,0.84,,
0.53,0.031,13,172,,,,,,,,
0.4,0.029,13,31,173,174,175,,0.61,0.2,0.19,
0.45,0.03,14,173,176,177,61,,0.16,0.6,0.24,
0.51,0.033,15,176,,,,,,,,
0.46,0.03,15,177,178,179,157,,0.38,0.24,0.38,
0.52,0.026,16,178,,,,,,,,
0.42,0.034,16,179,,,,,,,,
0.46,0.032,16,157,,,,,,,,
0.43,0.03,15,61,171,180,54,,0.25,0.49,0.26,
0.49,0.033,16,171,,,,,,,,
0.4,0.032,16,180,,,,,,,,
0.48,0.031,16,54,,,,,,,,
0.47,0.027,14,174,181,,,,1.0,,,
0.51,0.024,15,181,,,,,,,,
0.48,0.026,14,175,182,183,,,0.26,0.74,,
0.53,0.025,15,182,,,,,,,,
0.51,0.023,15,183,,,,,,,,
0.47,0.031,11,170,184,185,,,0.6,0.4,,
0.44,0.035,12,184,186,187,70,,0.19,0.43,0.38,
0.52,0.037,13,186,,,,,,,,
0.49,0.04,13,187,188,110,189,,0.18,0.5,0.32,
0.54,0.043,14,188,,,,,,,,
0.48,0.039,14,110,190,131,104,,0.18,0.4,0.42,
0.5,0.036,15,190,191,110,,,0.39,0.61,,
0.62,0.038,16,191,,,,,,,,
0.48,0.039,16,110,,,,,,,,
0.49,0.037,15,131,66,192,,,0.44,0.56,,
0.52,0.038,16,66,,,,,,,,
0.6,0.035,16,192,,,,,,,,
0.49,0.042,15,104,193,,,,1.0,,,
0.56,0.046,16,193,,,,,,,,
0.47,0.046,14,189,90,,,,1.0,,,
0.57,0.05,15,90,,,,,,,,
0.43,0.037,13,70,115,194,195,,0.25,0.14,0.62,
0.46,0.04,14,115,196,197,,,0.52,0.48,,
0.5,0.035,15,196,198,,,,1.0,,,
0.52,0.034,16,198,,,,,,,,
0.58,0.037,15,197,,,,,,,,
0.44,0.039,14,194,111,142,199,,0.34,0.29,0.36,
0.55,0.04,15,111,,,,,,,,
0.55,0.044,15,142,,,,,,,,
0.53,0.039,15,199,,,,,,,,
0.52,0.039,14,195,,,,,,,,
0.56,0.027,12,185,,,,,,,,
0.49,0.033,11,171,200,,,,1.0,,,
0.45,0.034,12,200,201,19,,,0.48,0.52,,
0.5,0.037,13,201,57,,,,1.0,,,
0.58,0.033,14,57,,,,,,,,
0.48,0.034,13,19,202,,,,1.0,,,
0.57,0.034,14,202,,,,,,,,
0.5,0.03,10,168,158,,,,1.0,,,
0.5,0.031,11,158,203,204,,,0.44,0.56,,
0.55,0.036,12,203,,,,,,,,
0.55,0.032,12,204,,,,,,,,
0.5,0.031,9,158,205,,,,1.0,,,
0.54,0.031,10,205,,,,,,,,
0.48,0.036,6,150,159,206,,,0.5,0.5,,
0.48,0.035,7,159,207,208,,,0.35,0.65,,
0.59,0.035,8,207,,,,,,,,
0.5,0.039,8,208,188,,,,1.0,,,
0.54,0.043,9,188,,,,,,,,
0.48,0.041,7,206,66,209,210,,0.45,0.1,0.45,
0.52,0.038,8,66,,,,,,,,
0.53,0.037,8,209,,,,,,,,
0.51,0.039,8,210,,,,,,,,
0.38,0.048,3,6,71,211,,,0.29,0.71,,
0.39,0.042,4,71,212,213,214,,0.2,0.24,0.56,
0.44,0.036,5,212,215,171,,,0.81,0.19,,
0.47,0.038,6,215,216,217,,,0.37,0.63,,
0.49,0.038,7,216,218,103,,,0.04,0.96,,
0.6,0.044,8,218,,,,,,,,
0.5,0.044,8,103,143,219,220,,0.27,0.54,0.19,
0.58,0.045,9,143,,,,,,,,
0.46,0.046,9,219,115,219,221,,0.09,0.45,0.46,
0.46,0.04,10,115,222,51,,,0.09,0.91,,
0.43,0.038,11,222,149,223,,,0.26,0.74,,
0.4,0.035,12,149,10,224,,,0.62,0.38,,
0.39,0.034,13,10,65,,,,1.0,,,
0.48,0.038,14,65,225,,,,1.0,,,
0.46,0.037,15,225,58,226,227,,0.56,0.1,0.34,
0.57,0.033,16,58,,,,,,,,
0.51,0.035,16,226,,,,,,,,
0.53,0.04,16,227,,,,,,,,
0.44,0.033,13,224,77,,,,1.0,,,
0.54,0.032,14,77,,,,,,,,
0.41,0.04,12,223,228,,,,1.0,,,
0.42,0.037,13,228,27,109,225,,0.16,0.19,0.65,
0.43,0.032,14,27,200,,,,1.0,,,
0.45,0.034,15,200,194,229,,,0.8,0.2,,
0.44,0.039,16,194,,,,,,,,
0.48,0.032,16,229,,,,,,,,
0.46,0.034,14,109,230,157,,,0.14,0.86,,
0.51,0.03,15,230,,,,,,,,
0.46,0.032,15,157,231,,,,1.0,,,
0.42,0.031,16,231,,,,,,,,
0.46,0.037,14,225,232,233,,,0.77,0.23,,
0.46,0.035,15,232,51,194,176,,0.22,0.32,0.46,
0.43,0.036,16,51,,,,,,,,
0.44,0.039,16,194,,,,,,,,
0.51,0.033,16,176,,,,,,,,
0.54,0.034,15,233,,,,,,,,
0.43,0.036,11,51,234,235,,,0.15,0.85,,
0.43,0.039,12,234,199,129,,,0.22,0.78,,
0.53,0.039,13,199,,,,,,,,
0.53,0.042,13,129,,,,,,,,
0.52,0.032,12,235,,,,,,,,
0.46,0.046,10,219,236,85,,,0.57,0.43,,
0.56,0.05,11,236,,,,,,,,
0.48,0.051,11,85,237,,,,1.0,,,
0.5,0.049,12,237,238,239,240,,0.34,0.22,0.44,
0.51,0.052,13,238,,,,,,,,
0.53,0.052,13,239,,,,,,,,
0.63,0.045,13,240,,,,,,,,
0.44,0.049,10,221,241,242,,,0.28,0.72,,
0.47,0.049,11,241,64,141,121,,0.23,0.32,0.44,
0.46,0.042,12,64,220,140,110,,0.22,0.39,0.39,
0.51,0.049,13,220,,,,,,,,
0.57,0.042,13,140,,,,,,,,
0.48,0.039,13,110,243,128,244,,0.37,0.48,0.14,
0.55,0.038,14,243,,,,,,,,
0.56,0.045,14,128,,,,,,,,
0.56,0.043,14,244,,,,,,,,
0.49,0.046,12,141,164,245,143,,0.63,0.07,0.3,
0.54,0.04,13,164,,,,,,,,
0.47,0.045,13,245,246,247,,,0.15,0.85,,
0.46,0.052,14,246,248,248,,,0.83,0.17,,
0.56,0.055,15,248,,,,,,,,
0.56,0.055,15,248,,,,,,,,
0.48,0.046,14,247,249,,,,1.0,,,
0.58,0.049,15,249,,,,,,,,
0.58,0.045,13,143,,,,,,,,
0.54,0.049,12,121,,,,,,,,
0.56,0.048,11,242,,,,,,,,
0.51,0.049,9,220,,,,,,,,
0.56,0.039,7,217,,,,,,,,
0.49,0.033,6,171,250,172,,,0.82,0.18,,
0.52,0.029,7,250,,,,,,,,
0.53,0.031,7,172,,,,,,,,
0.4,0.04,5,213,251,252,,,0.68,0.32,,
0.5,0.043,6,251,189,135,21,,0.44,0.25,0.31,
0.47,0.046,7,189,253,,,,1.0,,,
0.54,0.042,8,253,,,,,,,,
0.54,0.047,7,135,,,,,,,,
0.58,0.038,7,21,,,,,,,,
0.38,0.035,6,252,180,254,149,,0.3,0.22,0.49,
0.4,0.032,7,180,255,,,,1.0,,,
0.4,0.033,8,255,54,,,,1.0,,,
0.48,0.031,9,54,256,,,,1.0,,,
0.57,0.031,10,256,,,,,,,,
0.36,0.036,7,254,257,,,,1.0,,,
0.37,0.031,8,257,258,,,,1.0,,,
0.38,0.034,9,258,222,259,,,0.32,0.68,,
0.43,0.038,10,222,232,42,260,,0.2,0.51,0.28,
0.46,0.035,11,232,40,110,,,0.51,0.49,,
0.5,0.034,12,40,261,,,,1.0,,,
0.47,0.032,13,261,262,,,,1.0,,,
0.49,0.034,14,262,170,263,,,0.2,0.8,,
0.47,0.031,15,170,53,,,,1.0,,,
0.52,0.035,16,53,,,,,,,,
0.55,0.03,15,263,,,,,,,,
0.48,0.039,12,110,188,76,108,,0.3,0.2,0.5,
0.54,0.043,13,188,,,,,,,,
0.57,0.037,13,76,,,,,,,,
0.5,0.038,13,108,131,100,,,0.61,0.39,,
0.49,0.037,14,131,134,264,,,0.47,0.53,,
0.6,0.037,15,134,,,,,,,,
0.56,0.034,15,264,,,,,,,,
0.52,0.044,14,100,,,,,,,,
0.46,0.033,11,42,45,,,,1.0,,,
0.45,0.037,12,45,217,150,265,,0.43,0.32,0.26,
0.56,0.039,13,217,,,,,,,,
0.48,0.036,13,150,108,67,107,,0.33,0.3,0.38,
0.5,0.038,14,108,197,,,,1.0,,,
0.58,0.037,15,197,,,,,,,,
0.55,0.039,14,67,,,,,,,,
0.49,0.036,14,107,233,53,,,0.89,0.11,,
0.54,0.034,15,233,,,,,,,,
0.52,0.035,15,53,,,,,,,,
0.45,0.041,13,265,266,23,102,,0.47,0.16,0.37,
0.44,0.041,14,266,267,51,,,0.99,0.01,,
0.55,0.043,15,267,,,,,,,,
0.43,0.036,15,51,41,,,,1.0,,,
0.5,0.032,16,41,,,,,,,,
0.46,0.036,14,23,268,,,,1.0,,,
0.51,0.038,15,268,,,,,,,,
0.43,0.047,14,102,269,,,,1.0,,,
0.49,0.05,15,269,270,,,,1.0,,,
0.49,0.044,16,270,,,,,,,,
0.47,0.037,11,260,271,272,18,,0.26,0.48,0.26,
0.52,0.04,12,271,,,,,,,,
0.45,0.042,12,272,273,,,,1.0,,,
0.54,0.044,13,273,,,,,,,,
0.48,0.04,12,18,217,216,253,,0.02,0.55,0.43,
0.56,0.039,13,217,,,,,,,,
0.49,0.038,13,216,208,,,,1.0,,,
0.5,0.039,14,208,56,,,,1.0,,,
0.56,0.036,15,56,,,,,,,,
0.54,0.042,13,253,,,,,,,,
0.45,0.031,10,259,274,200,275,,0.31,0.48,0.22,
0.49,0.028,11,274,276,113,,,0.79,0.21,,
0.44,0.026,12,276,277,,,,1.0,,,
0.48,0.029,13,277,175,259,,,0.8,0.2,,
0.48,0.026,14,175,278,,,,1.0,,,
0.54,0.03,15,278,,,,,,,,
0.45,0.031,14,259,157,59,,,0.42,0.58,,
0.46,0.032,15,157,250,107,205,,0.26,0.39,0.34,
0.52,0.029,16,250,,,,,,,,
0.49,0.036,16,107,,,,,,,,
0.54,0.031,16,205,,,,,,,,
0.52,0.031,15,59,,,,,,,,
0.48,0.03,12,113,173,279,155,,0.07,0.53,0.4,
0.45,0.03,13,173,169,,,,1.0,,,
0.47,0.029,14,169,280,,,,1.0,,,
0.56,0.026,15,280,,,,,,,,
0.58,0.034,13,279,,,,,,,,
0.51,0.034,13,155,,,,,,,,
0.45,0.034,11,200,209,281,,,0.52,0.48,,
0.53,0.037,12,209,,,,,,,,
0.45,0.036,12,281,281,162,,,0.5,0.5,,
0.45,0.036,13,281,282,9,281,,0.11,0.3,0.59,
0.55,0.042,14,282,,,,,,,,
0.42,0.041,14,9,163,283,,,0.81,0.19,,
0.52,0.043,15,163,,,,,,,,
0.4,0.044,15,283,110,284,285,,0.17,0.69,0.13,
0.48,0.039,16,110,,,,,,,,
0.42,0.048,16,284,,,,,,,,
0.5,0.048,16,285,,,,,,,,
0.45,0.036,14,281,16,47,47,,0.58,0.21,0.2,
0.51,0.04,15,16,,,,,,,,
0.42,0.033,15,47,286,286,287,,0.19,0.69,0.12,
0.42,0.036,16,286,,,,,,,,
0.42,0.036,16,286,,,,,,,,
0.46,0.029,16,287,,,,,,,,
0.42,0.033,15,47,196,288,,,0.6,0.4,,
0.5,0.035,16,196,,,,,,,,
0.4,0.037,16,288,,,,,,,,
0.46,0.038,13,162,19,,,,1.0,,,
0.48,0.034,14,19,289,,,,1.0,,,
0.57,0.036,15,289,,,,,,,,
0.46,0.027,11,275,290,291,263,,0.16,0.34,0.5,
0.47,0.026,12,290,292,,,,1.0,,,
0.44,0.024,13,292,293,294,295,,0.52,0.43,0.05,
0.5,0.023,14,293,60,296,48,,0.54,0.28,0.18,
0.49,0.027,15,60,230,,,,1.0,,,
0.51,0.03,16,230,,,,,,,,
0.54,0.022,15,296,,,,,,,,
0.55,0.025,15,48,,,,,,,,
0.48,0.024,14,294,297,298,,,0.72,0.28,,
0.46,0.026,15,297,299,300,301,,0.41,0.3,0.3,
0.52,0.025,16,299,,,,,,,,
0.54,0.026,16,300,,,,,,,,
0.49,0.025,16,301,,,,,,,,
0.44,0.027,15,298,274,39,302,,0.03,0.25,0.72,
0.49,0.028,16,274,,,,,,,,
0.41,0.031,16,39,,,,,,,,
0.54,0.028,16,302,,,,,,,,
0.49,0.021,14,295,303,304,305,,0.37,0.14,0.48,
0.56,0.022,15,303,,,,,,,,
0.5,0.02,15,304,306,,,,1.0,,,
0.6,0.022,16,306,,,,,,,,
0.45,0.024,15,305,302,307,,,0.58,0.42,,
0.54,0.028,16,302,,,,,,,,
0.44,0.023,16,307,,,,,,,,
0.46,0.031,12,291,46,308,309,,0.36,0.43,0.21,
0.42,0.03,13,46,177,,,,1.0,,,
0.46,0.03,14,177,310,311,,,0.47,0.53,,
0.42,0.032,15,310,47,281,,,0.65,0.35,,
0.42,0.033,16,47,,,,,,,,
0.45,0.036,16,281,,,,,,,,
0.53,0.032,15,311,,,,,,,,
0.52,0.036,13,308,,,,,,,,
0.55,0.029,13,309,,,,,,,,
0.55,0.03,12,263,,,,,,,,
0.4,0.035,7,149,51,,,,1.0,,,
0.43,0.036,8,51,266,190,,,0.29,0.71,,
0.44,0.041,9,266,312,313,314,,0.43,0.09,0.47,
0.44,0.045,10,312,141,315,121,,0.51,0.13,0.36,
0.49,0.046,11,141,316,317,147,,0.35,0.08,0.57,
0.51,0.054,12,316,,,,,,,,
0.56,0.049,12,317,,,,,,,,
0.52,0.052,12,147,,,,,,,,
0.49,0.039,11,315,233,,,,1.0,,,
0.54,0.034,12,233,,,,,,,,
0.54,0.049,11,121,,,,,,,,
0.45,0.047,10,313,78,237,,,0.11,0.89,,
0.45,0.044,11,78,245,,,,1.0,,,
0.47,0.045,12,245,72,318,,,0.1,0.9,,
0.46,0.041,13,72,319,320,140,,0.43,0.53,0.05,
0.53,0.043,14,319,,,,,,,,
0.5,0.04,14,320,140,321,,,0.98,0.02,,
0.57,0.042,15,140,,,,,,,,
0.61,0.044,15,321,,,,,,,,
0.57,0.042,14,140,,,,,,,,
0.47,0.05,13,318,124,122,322,,0.61,0.22,0.17,
0.49,0.049,14,124,323,324,,,0.53,0.47,,
0.53,0.045,15,323,,,,,,,,
0.55,0.046,15,324,,,,,,,,
0.5,0.051,14,122,93,325,,,0.59,0.41,,
0.53,0.047,15,93,,,,,,,,
0.48,0.053,15,325,326,327,,,0.38,0.62,,
0.57,0.06,16,326,,,,,,,,
0.52,0.06,16,327,,,,,,,,
0.48,0.044,14,322,328,,,,1.0,,,
0.45,0.045,15,328,329,330,,,0.5,0.5,,
0.45,0.049,16,329,,,,,,,,
0.5,0.047,16,330,,,,,,,,
0.5,0.049,11,237,331,,,,1.0,,,
0.59,0.042,12,331,,,,,,,,
0.47,0.044,10,314,16,332,50,,0.49,0.18,0.33,
0.51,0.04,11,16,,,,,,,,
0.58,0.043,11,332,,,,,,,,
0.45,0.043,11,50,333,334,,,0.69,0.31,,
0.51,0.043,12,333,,,,,,,,
0.57,0.038,12,334,,,,,,,,
0.5,0.036,9,190,335,,,,1.0,,,
0.52,0.042,10,335,,,,,,,,
0.41,0.036,5,214,336,180,,,0.83,0.17,,
0.41,0.032,6,336,24,39,337,,0.44,0.49,0.07,
0.45,0.033,7,24,338,186,,,0.45,0.55,,
0.44,0.038,8,338,15,194,,,0.54,0.46,,
0.44,0.04,9,15,112,,,,1.0,,,
0.47,0.041,10,112,339,,,,1.0,,,
0.56,0.038,11,339,,,,,,,,
0.44,0.039,9,194,64,17,272,,0.47,0.04,0.49,
0.46,0.042,10,64,340,341,,,0.46,0.54,,
0.45,0.039,11,340,153,342,,,0.5,0.5,,
0.43,0.034,12,153,23,268,,,0.45,0.55,,
0.46,0.036,13,23,17,343,148,,0.69,0.28,0.03,
0.49,0.035,14,17,130,,,,1.0,,,
0.49,0.041,15,130,74,,,,1.0,,,
0.46,0.039,16,74,,,,,,,,
0.44,0.032,14,343,32,,,,1.0,,,
0.53,0.036,15,32,,,,,,,,
0.48,0.042,14,148,273,344,333,,0.12,0.25,0.63,
0.54,0.044,15,273,,,,,,,,
0.59,0.039,15,344,,,,,,,,
0.51,0.043,15,333,,,,,,,,
0.51,0.038,13,268,,,,,,,,
0.47,0.039,12,342,345,56,245,,0.42,0.07,0.51,
0.48,0.045,13,345,16,116,,,0.95,0.05,,
0.51,0.04,14,16,,,,,,,,
0.59,0.047,14,116,,,,,,,,
0.56,0.036,13,56,,,,,,,,
0.47,0.045,13,245,242,346,347,,0.32,0.23,0.45,
0.56,0.048,14,242,,,,,,,,
0.53,0.046,14,346,,,,,,,,
0.58,0.05,14,347,,,,,,,,
0.5,0.042,11,341,242,82,,,0.53,0.47,,
0.56,0.048,12,242,,,,,,,,
0.59,0.045,12,82,,,,,,,,
0.49,0.035,10,17,150,,,,1.0,,,
0.48,0.036,11,150,15,,,,1.0,,,
0.44,0.04,12,15,45,223,,,0.28,0.72,,
0.45,0.037,13,45,159,253,348,,0.27,0.46,0.27,
0.48,0.035,14,159,199,349,107,,0.73,0.02,0.26,
0.53,0.039,15,199,,,,,,,,
0.58,0.04,15,349,,,,,,,,
0.49,0.036,15,107,226,166,21,,0.0,0.4,0.59,
0.51,0.035,16,226,,,,,,,,
0.56,0.04,16,166,,,,,,,,
0.58,0.038,16,21,,,,,,,,
0.54,0.042,14,253,,,,,,,,
0.54,0.039,14,348,,,,,,,,
0.41,0.04,13,223,16,260,315,,0.04,0.47,0.49,
0.51,0.04,14,16,,,,,,,,
0.47,0.037,14,260,64,23,350,,0.42,0.3,0.29,
0.46,0.042,15,64,73,,,,1.0,,,
0.51,0.047,16,73,,,,,,,,
0.46,0.036,15,23,203,,,,1.0,,,
0.55,0.036,16,203,,,,,,,,
0.52,0.041,15,350,,,,,,,,
0.49,0.039,14,315,351,216,188,,0.46,0.38,0.16,
0.6,0.042,15,351,,,,,,,,
0.49,0.038,15,216,334,,,,1.0,,,
0.57,0.038,16,334,,,,,,,,
0.54,0.043,15,188,,,,,,,,
0.45,0.042,10,272,129,141,73,,0.38,0.43,0.19,
0.53,0.042,11,129,,,,,,,,
0.49,0.046,11,141,145,335,,,0.16,0.84,,
0.54,0.048,12,145,,,,,,,,
0.52,0.042,12,335,,,,,,,,
