V1,V2,V3,State,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
0.53,0.039,18,77,,,,,,,,
0.47,0.038,14,47,83,84,85,,0.5,0.34,0.16,
0.44,0.038,15,83,46,86,87,,0.44,0.54,0.02,
0.43,0.037,16,46,60,,,,1.0,,,
0.45,0.035,17,60,88,89,,,0.6,0.4,,
0.49,0.039,18,88,90,91,,,0.3,0.7,,
0.59,0.036,19,90,,,,,,,,
0.5,0.041,19,91,92,93,,,0.48,0.52,,
0.5,0.048,20,92,94,,,,1.0,,,
0.51,0.05,21,94,,,,,,,,
0.61,0.041,20,93,,,,,,,,
0.55,0.031,18,89,,,,,,,,
0.5,0.042,16,86,95,96,,,0.17,0.83,,
0.5,0.043,17,95,97,,,,1.0,,,
0.53,0.04,18,97,,,,,,,,
0.46,0.046,17,96,98,,,,1.0,,,
0.43,0.043,18,98,99,100,101,,0.43,0.46,0.11,
0.52,0.041,19,99,,,,,,,,
0.47,0.042,19,100,102,103,,,0.48,0.52,,
0.52,0.045,20,102,,,,,,,,
0.58,0.04,20,103,,,,,,,,
0.48,0.048,19,101,104,,,,1.0,,,
0.6,0.05,20,104,,,,,,,,
0.44,0.04,16,87,47,105,106,,0.51,0.18,0.3,
0.47,0.038,17,47,85,107,108,,0.58,0.12,0.3,
0.52,0.039,18,85,,,,,,,,
0.57,0.037,18,107,,,,,,,,
0.46,0.044,18,108,109,,,,1.0,,,
0.58,0.044,19,109,,,,,,,,
0.49,0.036,17,105,110,111,112,,0.42,0.49,0.09,
0.55,0.035,18,110,,,,,,,,
0.48,0.039,18,111,103,,,,1.0,,,
0.58,0.04,19,103,,,,,,,,
0.45,0.04,18,112,113,,,,1.0,,,
0.47,0.043,19,113,114,115,,,0.46,0.54,,
0.46,0.045,20,114,116,117,,,0.19,0.81,,
0.51,0.047,21,116,,,,,,,,
0.55,0.046,21,117,,,,,,,,
0.45,0.048,20,115,118,,,,1.0,,,
0.57,0.042,21,118,,,,,,,,
0.46,0.035,17,106,119,120,,,0.95,0.05,,
0.46,0.031,18,119,121,48,122,,0.05,0.42,0.53,
0.5,0.032,19,121,123,,,,1.0,,,
0.56,0.037,20,123,,,,,,,,
0.48,0.032,19,48,124,35,125,,0.48,0.22,0.31,
0.56,0.035,20,124,,,,,,,,
0.56,0.029,20,35,,,,,,,,
0.58,0.028,20,125,,,,,,,,
0.42,0.033,19,122,126,,,,1.0,,,
0.42,0.036,20,126,127,128,,,0.43,0.57,,
0.4,0.037,21,127,,,,,,,,
0.45,0.042,21,128,,,,,,,,
0.52,0.033,18,120,,,,,,,,
0.46,0.042,15,84,129,130,,,0.03,0.97,,
0.53,0.044,16,129,,,,,,,,
0.45,0.043,16,130,131,,,,1.0,,,
0.52,0.047,17,131,,,,,,,,
0.52,0.039,15,85,,,,,,,,
0.48,0.032,14,48,132,,,,1.0,,,
0.45,0.032,15,132,133,56,134,,0.49,0.48,0.04,
0.48,0.028,16,133,56,45,135,,0.38,0.16,0.46,
0.43,0.031,17,56,136,,,,1.0,,,
0.52,0.029,18,136,,,,,,,,
0.45,0.033,17,45,137,,,,1.0,,,
0.54,0.034,18,137,,,,,,,,
0.55,0.029,17,135,,,,,,,,
0.43,0.031,16,56,5,138,139,,0.07,0.74,0.19,
0.42,0.031,17,5,18,140,141,,0.3,0.58,0.11,
0.44,0.027,18,18,142,34,,,0.76,0.24,,
0.52,0.026,19,142,,,,,,,,
0.47,0.026,19,34,143,,,,1.0,,,
0.55,0.026,20,143,,,,,,,,
0.41,0.027,18,140,55,144,16,,0.35,0.26,0.39,
0.5,0.029,19,55,137,145,146,,0.09,0.52,0.39,
0.54,0.034,20,137,,,,,,,,
0.51,0.033,20,145,,,,,,,,
0.52,0.034,20,146,,,,,,,,
0.43,0.029,19,144,68,,,,1.0,,,
0.46,0.026,20,68,147,29,,,0.23,0.77,,
0.54,0.025,21,147,,,,,,,,
0.45,0.024,21,29,,,,,,,,
0.45,0.028,19,16,148,,,,1.0,,,
0.42,0.032,20,148,46,10,,,0.36,0.64,,
0.43,0.037,21,46,,,,,,,,
0.4,0.035,21,10,,,,,,,,
0.49,0.032,18,141,149,106,35,,0.35,0.3,0.35,
0.56,0.028,19,149,,,,,,,,
0.46,0.035,19,106,139,150,47,,0.29,0.23,0.48,
0.45,0.036,20,139,151,152,,,0.44,0.56,,
0.44,0.041,21,151,,,,,,,,
0.47,0.031,21,152,,,,,,,,
0.57,0.034,20,150,,,,,,,,
0.47,0.038,20,47,153,154,155,,0.4,0.25,0.35,
0.48,0.036,21,153,,,,,,,,
0.45,0.044,21,154,,,,,,,,
0.46,0.033,21,155,,,,,,,,
0.56,0.029,19,35,,,,,,,,
0.47,0.035,17,138,77,,,,1.0,,,
0.53,0.039,18,77,,,,,,,,
0.45,0.036,17,139,56,,,,1.0,,,
0.43,0.031,18,56,156,,,,1.0,,,
0.48,0.027,19,156,38,,,,1.0,,,
0.52,0.028,20,38,,,,,,,,
0.47,0.034,16,134,157,158,26,,0.56,0.37,0.07,
0.5,0.039,17,157,90,159,,,0.36,0.64,,
0.59,0.036,18,90,,,,,,,,
0.52,0.036,18,159,,,,,,,,
0.45,0.037,17,158,160,161,162,,0.42,0.22,0.36,
0.51,0.037,18,160,,,,,,,,
0.54,0.037,18,161,,,,,,,,
0.48,0.043,18,162,163,,,,1.0,,,
0.46,0.037,19,163,49,164,,,0.16,0.84,,
0.46,0.038,20,49,165,19,166,,0.61,0.2,0.19,
0.44,0.044,21,165,,,,,,,,
0.52,0.038,21,19,,,,,,,,
0.48,0.04,21,166,,,,,,,,
0.5,0.038,20,164,167,168,54,,0.16,0.6,0.24,
0.59,0.043,21,167,,,,,,,,
0.56,0.044,21,168,,,,,,,,
0.55,0.036,21,54,,,,,,,,
0.51,0.039,17,26,,,,,,,,
0.48,0.031,12,42,169,170,153,,0.38,0.24,0.38,
0.48,0.035,13,169,171,172,173,,0.25,0.49,0.26,
0.5,0.036,14,171,174,,,,1.0,,,
0.51,0.042,15,174,,,,,,,,
0.47,0.04,14,172,175,114,,,0.26,0.74,,
0.55,0.043,15,175,,,,,,,,
0.46,0.045,15,114,176,177,,,0.6,0.4,,
0.57,0.048,16,176,,,,,,,,
0.51,0.046,16,177,,,,,,,,
0.53,0.034,14,173,,,,,,,,
0.53,0.03,13,170,,,,,,,,
0.48,0.036,13,153,178,179,180,,0.19,0.43,0.38,
0.58,0.032,14,178,,,,,,,,
0.55,0.032,14,179,,,,,,,,
0.59,0.033,14,180,,,,,,,,
0.51,0.025,11,40,,,,,,,,
0.44,0.032,9,4,181,182,183,,0.18,0.5,0.32,
0.46,0.029,10,181,184,185,56,,0.18,0.4,0.42,
0.45,0.029,11,184,186,187,,,0.39,0.61,,
0.42,0.029,12,186,141,188,,,0.44,0.56,,
0.49,0.032,13,141,155,,,,1.0,,,
0.46,0.033,14,155,189,,,,1.0,,,
0.43,0.035,15,189,7,153,190,,0.25,0.14,0.62,
0.46,0.032,16,7,191,134,,,0.52,0.48,,
0.5,0.034,17,191,19,,,,1.0,,,
0.52,0.038,18,19,,,,,,,,
0.47,0.034,17,134,185,7,192,,0.34,0.29,0.36,
0.43,0.032,18,185,193,,,,1.0,,,
0.5,0.03,19,193,21,21,,,0.48,0.52,,
0.54,0.033,20,21,,,,,,,,
0.54,0.033,20,21,,,,,,,,
0.46,0.032,18,7,121,,,,1.0,,,
0.5,0.032,19,121,160,,,,1.0,,,
0.51,0.037,20,160,,,,,,,,
0.45,0.03,18,192,194,,,,1.0,,,
0.53,0.029,19,194,,,,,,,,
0.48,0.036,16,153,110,191,,,0.44,0.56,,
0.55,0.035,17,110,,,,,,,,
0.5,0.034,17,191,195,,,,1.0,,,
0.58,0.031,18,195,,,,,,,,
0.52,0.031,16,190,,,,,,,,
0.39,0.033,13,188,196,58,,,0.5,0.5,,
0.41,0.03,14,196,140,2,,,0.35,0.65,,
0.41,0.027,15,140,197,,,,1.0,,,
0.4,0.03,16,197,185,2,41,,0.45,0.1,0.45,
0.43,0.032,17,185,41,189,,,0.29,0.71,,
0.49,0.03,18,41,150,198,199,,0.2,0.24,0.56,
0.57,0.034,19,150,,,,,,,,
0.59,0.032,19,198,,,,,,,,
0.48,0.034,19,199,200,198,,,0.81,0.19,,
0.53,0.032,20,200,,,,,,,,
0.59,0.032,20,198,,,,,,,,
0.43,0.035,18,189,121,87,,,0.37,0.63,,
0.5,0.032,19,121,201,202,,,0.04,0.96,,
0.49,0.031,20,201,203,187,204,,0.27,0.54,0.19,
0.58,0.035,21,203,,,,,,,,
0.51,0.029,21,187,,,,,,,,
0.58,0.034,21,204,,,,,,,,
0.55,0.033,20,202,,,,,,,,
0.44,0.04,19,87,205,206,69,,0.09,0.45,0.46,
0.42,0.041,20,205,207,208,,,0.09,0.91,,
0.49,0.046,21,207,,,,,,,,
0.48,0.045,21,208,,,,,,,,
0.41,0.039,20,206,209,210,,,0.26,0.74,,
0.47,0.045,21,209,,,,,,,,
0.51,0.044,21,210,,,,,,,,
0.46,0.043,20,69,211,177,,,0.62,0.38,,
0.52,0.049,21,211,,,,,,,,
0.51,0.046,21,177,,,,,,,,
0.4,0.031,17,2,212,,,,1.0,,,
0.39,0.032,18,212,213,,,,1.0,,,
0.43,0.036,19,213,214,77,48,,0.56,0.1,0.34,
0.46,0.034,20,214,160,,,,1.0,,,
0.51,0.037,21,160,,,,,,,,
0.53,0.039,20,77,,,,,,,,
0.48,0.032,20,48,215,,,,1.0,,,
0.57,0.036,21,215,,,,,,,,
0.49,0.03,17,41,55,60,216,,0.16,0.19,0.65,
0.5,0.029,18,55,217,,,,1.0,,,
0.59,0.027,19,217,,,,,,,,
0.45,0.035,18,60,120,218,,,0.8,0.2,,
0.52,0.033,19,120,,,,,,,,
0.51,0.036,19,218,,,,,,,,
0.58,0.03,18,216,,,,,,,,
0.4,0.031,15,2,106,8,,,0.14,0.86,,
0.46,0.035,16,106,19,,,,1.0,,,
0.52,0.038,17,19,,,,,,,,
0.42,0.03,16,8,219,56,,,0.77,0.23,,
0.48,0.029,17,219,220,221,222,,0.22,0.32,0.46,
0.56,0.027,18,220,,,,,,,,
0.51,0.03,18,221,,,,,,,,
0.44,0.033,18,222,223,224,,,0.15,0.85,,
0.54,0.038,19,223,,,,,,,,
0.43,0.03,19,224,2,140,,,0.22,0.78,,
0.4,0.031,20,2,20,152,,,0.57,0.43,,
0.44,0.03,21,20,,,,,,,,
0.47,0.031,21,152,,,,,,,,
0.41,0.027,20,140,225,,,,1.0,,,
0.39,0.028,21,225,,,,,,,,
0.43,0.031,17,56,226,227,213,,0.34,0.22,0.44,
0.49,0.035,18,226,169,228,,,0.28,0.72,,
0.48,0.035,19,169,229,42,134,,0.23,0.32,0.44,
0.51,0.041,20,229,,,,,,,,
0.48,0.031,20,42,230,110,48,,0.22,0.39,0.39,
0.49,0.034,21,230,,,,,,,,
0.55,0.035,21,110,,,,,,,,
0.48,0.032,21,48,,,,,,,,
0.47,0.034,20,134,123,222,139,,0.37,0.48,0.14,
0.56,0.037,21,123,,,,,,,,
0.44,0.033,21,222,,,,,,,,
0.45,0.036,21,139,,,,,,,,
0.59,0.039,19,228,,,,,,,,
0.51,0.035,18,227,,,,,,,,
0.43,0.036,18,213,85,48,4,,0.63,0.07,0.3,
0.52,0.039,19,85,,,,,,,,
0.48,0.032,19,48,43,41,,,0.15,0.85,,
0.54,0.035,20,43,,,,,,,,
0.49,0.03,20,41,231,181,,,0.83,0.17,,
0.57,0.029,21,231,,,,,,,,
0.46,0.029,21,181,,,,,,,,
0.44,0.032,19,4,232,,,,1.0,,,
0.5,0.031,20,232,233,234,,,0.82,0.18,,
0.56,0.036,21,233,,,,,,,,
0.47,0.036,21,234,,,,,,,,
0.46,0.03,14,58,142,235,,,0.68,0.32,,
0.52,0.026,15,142,,,,,,,,
0.46,0.028,15,235,185,31,28,,0.44,0.25,0.31,
0.43,0.032,16,185,236,,,,1.0,,,
0.41,0.031,17,236,5,33,230,,0.3,0.22,0.49,
0.42,0.031,18,5,192,,,,1.0,,,
0.45,0.03,19,192,237,,,,1.0,,,
0.54,0.032,20,237,,,,,,,,
0.41,0.029,18,33,232,,,,1.0,,,
0.5,0.031,19,232,182,,,,1.0,,,
0.52,0.032,20,182,,,,,,,,
0.49,0.034,18,230,200,,,,1.0,,,
0.53,0.032,19,200,,,,,,,,
0.47,0.025,16,31,143,143,,,0.32,0.68,,
0.55,0.026,17,143,,,,,,,,
0.55,0.026,17,143,,,,,,,,
0.42,0.026,16,28,238,239,140,,0.2,0.51,0.28,
0.48,0.026,17,238,240,31,,,0.51,0.49,,
0.46,0.024,18,240,241,,,,1.0,,,
0.46,0.025,19,241,133,,,,1.0,,,
0.48,0.028,20,133,141,41,,,0.2,0.8,,
0.49,0.032,21,141,,,,,,,,
0.49,0.03,21,41,,,,,,,,
0.47,0.025,18,31,242,,,,1.0,,,
0.55,0.022,19,242,,,,,,,,
0.44,0.024,17,239,243,244,38,,0.3,0.2,0.5,
0.41,0.024,18,243,245,246,,,0.61,0.39,,
0.42,0.022,19,245,247,248,,,0.47,0.53,,
0.46,0.02,20,247,249,,,,1.0,,,
0.51,0.018,21,249,,,,,,,,
0.51,0.022,20,248,,,,,,,,
0.42,0.027,19,246,236,250,251,,0.43,0.32,0.26,
0.41,0.031,20,236,252,59,48,,0.33,0.3,0.38,
0.4,0.027,21,252,,,,,,,,
0.39,0.034,21,59,,,,,,,,
0.48,0.032,21,48,,,,,,,,
0.5,0.027,20,250,253,,,,1.0,,,
0.55,0.025,21,253,,,,,,,,
0.49,0.026,20,251,254,31,,,0.89,0.11,,
0.59,0.029,21,254,,,,,,,,
0.47,0.025,21,31,,,,,,,,
0.53,0.021,18,244,,,,,,,,
0.52,0.028,18,38,,,,,,,,
0.41,0.027,17,140,255,256,32,,0.47,0.16,0.37,
0.49,0.028,18,255,42,15,,,0.99,0.01,,
0.48,0.031,19,42,257,,,,1.0,,,
0.51,0.032,20,257,,,,,,,,
0.53,0.028,19,15,,,,,,,,
0.49,0.029,18,256,38,,,,1.0,,,
0.52,0.028,19,38,,,,,,,,
0.5,0.028,18,32,136,,,,1.0,,,
0.52,0.029,19,136,,,,,,,,
0.51,0.029,12,187,,,,,,,,
0.43,0.032,11,185,224,,,,1.0,,,
0.43,0.03,12,224,58,258,132,,0.26,0.48,0.26,
0.46,0.03,13,58,173,,,,1.0,,,
0.53,0.034,14,173,,,,,,,,
0.43,0.033,13,258,122,48,53,,0.02,0.55,0.43,
0.42,0.033,14,122,47,,,,1.0,,,
0.47,0.038,15,47,259,,,,1.0,,,
0.55,0.038,16,259,,,,,,,,
0.48,0.032,14,48,226,107,138,,0.31,0.48,0.22,
0.49,0.035,15,226,260,261,,,0.79,0.21,,
0.53,0.036,16,260,,,,,,,,
0.47,0.037,16,261,262,,,,1.0,,,
0.45,0.041,17,262,263,49,,,0.8,0.2,,
0.56,0.045,18,263,,,,,,,,
0.46,0.038,18,49,230,,,,1.0,,,
0.49,0.034,19,230,264,138,,,0.42,0.58,,
0.49,0.033,20,264,53,53,123,,0.26,0.39,0.34,
0.45,0.034,21,53,,,,,,,,
0.45,0.034,21,53,,,,,,,,
0.56,0.037,21,123,,,,,,,,
0.47,0.035,20,138,199,88,19,,0.07,0.53,0.4,
0.48,0.034,21,199,,,,,,,,
0.49,0.039,21,88,,,,,,,,
0.52,0.038,21,19,,,,,,,,
0.57,0.037,15,107,,,,,,,,
0.47,0.035,15,138,265,,,,1.0,,,
0.46,0.04,16,265,78,,,,1.0,,,
0.53,0.045,17,78,,,,,,,,
0.45,0.034,14,53,77,266,,,0.52,0.48,,
0.53,0.039,15,77,,,,,,,,
0.48,0.038,15,266,154,99,,,0.5,0.5,,
0.45,0.044,16,154,267,268,269,,0.11,0.3,0.59,
0.46,0.041,17,267,270,271,,,0.81,0.19,,
0.48,0.042,18,270,272,273,274,,0.17,0.69,0.13,
0.55,0.04,19,272,,,,,,,,
0.58,0.038,19,273,,,,,,,,
0.49,0.044,19,274,100,275,276,,0.58,0.21,0.2,
0.47,0.042,20,100,277,278,279,,0.19,0.69,0.12,
0.54,0.042,21,277,,,,,,,,
0.51,0.045,21,278,,,,,,,,
0.45,0.047,21,279,,,,,,,,
0.55,0.039,20,275,,,,,,,,
0.61,0.05,20,276,,,,,,,,
0.45,0.039,18,271,277,280,,,0.6,0.4,,
0.54,0.042,19,277,,,,,,,,
0.43,0.034,19,280,148,,,,1.0,,,
0.42,0.032,20,148,281,,,,1.0,,,
0.41,0.035,21,281,,,,,,,,
0.56,0.048,17,268,,,,,,,,
0.43,0.04,17,269,49,77,282,,0.16,0.34,0.5,
0.46,0.038,18,49,283,,,,1.0,,,
0.52,0.037,19,283,,,,,,,,
0.53,0.039,18,77,,,,,,,,
0.47,0.039,18,282,284,47,54,,0.52,0.43,0.05,
0.57,0.043,19,284,,,,,,,,
0.47,0.038,19,47,150,139,285,,0.54,0.28,0.18,
0.57,0.034,20,150,,,,,,,,
0.45,0.036,20,139,258,,,,1.0,,,
0.43,0.033,21,258,,,,,,,,
0.47,0.044,20,285,286,287,,,0.72,0.28,,
0.58,0.049,21,286,,,,,,,,
0.57,0.049,21,287,,,,,,,,
0.55,0.036,19,54,,,,,,,,
0.52,0.041,16,99,,,,,,,,
0.45,0.032,13,132,160,89,288,,0.41,0.3,0.3,
0.51,0.037,14,160,,,,,,,,
0.55,0.031,14,89,,,,,,,,
0.42,0.035,14,288,119,119,158,,0.03,0.25,0.72,
0.46,0.031,15,119,110,289,290,,0.37,0.14,0.48,
0.55,0.035,16,110,,,,,,,,
0.47,0.027,16,289,253,,,,1.0,,,
0.55,0.025,17,253,,,,,,,,
0.56,0.034,16,290,,,,,,,,
0.46,0.031,15,119,288,153,,,0.58,0.42,,
0.42,0.035,16,288,280,106,112,,0.36,0.43,0.21,
0.43,0.034,17,280,232,,,,1.0,,,
0.5,0.031,18,232,291,187,,,0.47,0.53,,
0.54,0.03,19,291,,,,,,,,
0.51,0.029,19,187,,,,,,,,
0.46,0.035,17,106,189,126,,,0.65,0.35,,
0.43,0.035,18,189,292,,,,1.0,,,
0.53,0.033,19,292,,,,,,,,
0.42,0.036,18,126,226,60,,,0.29,0.71,,
0.49,0.035,19,226,107,232,105,,0.43,0.09,0.47,
0.57,0.037,20,107,,,,,,,,
0.5,0.031,20,232,17,146,110,,0.51,0.13,0.36,
0.48,0.033,21,17,,,,,,,,
0.52,0.034,21,146,,,,,,,,
0.55,0.035,21,110,,,,,,,,
0.49,0.036,20,105,202,201,106,,0.35,0.08,0.57,
0.55,0.033,21,202,,,,,,,,
0.49,0.031,21,201,,,,,,,,
0.46,0.035,21,106,,,,,,,,
0.45,0.035,19,60,293,,,,1.0,,,
0.41,0.033,20,293,199,288,,,0.11,0.89,,
0.48,0.034,21,199,,,,,,,,
0.42,0.035,21,288,,,,,,,,
0.45,0.04,17,112,158,,,,1.0,,,
0.45,0.037,18,158,25,112,,,0.1,0.9,,
0.44,0.034,19,25,221,294,230,,0.43,0.53,0.05,
0.51,0.03,20,221,,,,,,,,
0.48,0.037,20,294,179,95,,,0.98,0.02,,
0.55,0.032,21,179,,,,,,,,
0.5,0.043,21,95,,,,,,,,
0.49,0.034,20,230,164,200,200,,0.61,0.22,0.17,
0.5,0.038,21,164,,,,,,,,
0.53,0.032,21,200,,,,,,,,
0.53,0.032,21,200,,,,,,,,
0.45,0.04,19,112,130,117,,,0.53,0.47,,
0.45,0.043,20,130,295,161,,,0.59,0.41,,
0.42,0.039,21,295,,,,,,,,
0.54,0.037,21,161,,,,,,,,
0.55,0.046,20,117,,,,,,,,
0.48,0.036,16,153,296,297,,,0.38,0.62,,
0.52,0.042,17,296,,,,,,,,
0.5,0.037,17,297,298,,,,1.0,,,
0.57,0.04,18,298,,,,,,,,
0.45,0.037,15,158,299,87,,,0.5,0.5,,
0.42,0.04,16,299,267,,,,1.0,,,
0.46,0.041,17,267,157,19,300,,0.49,0.18,0.33,
0.5,0.039,18,157,301,266,,,0.69,0.31,,
0.62,0.036,19,301,,,,,,,,
0.48,0.038,19,266,292,,,,1.0,,,
0.53,0.033,20,292,,,,,,,,
0.52,0.038,18,19,,,,,,,,
0.55,0.044,18,300,,,,,,,,
0.44,0.04,16,87,230,159,,,0.83,0.17,,
0.49,0.034,17,230,302,303,304,,0.44,0.49,0.07,
0.58,0.039,18,302,,,,,,,,
0.55,0.03,18,303,,,,,,,,
0.6,0.034,18,304,,,,,,,,
0.52,0.036,17,159,,,,,,,,
0.43,0.031,11,56,33,260,,,0.45,0.55,,
0.41,0.029,12,33,305,306,,,0.54,0.46,,
0.4,0.032,13,305,307,,,,1.0,,,
0.4,0.028,14,307,2,,,,1.0,,,
0.4,0.031,15,2,222,308,309,,0.47,0.04,0.49,
0.44,0.033,16,222,294,144,,,0.46,0.54,,
0.48,0.037,17,294,310,153,,,0.5,0.5,,
0.55,0.041,18,310,,,,,,,,
0.48,0.036,18,153,311,124,,,0.45,0.55,,
0.5,0.04,19,311,312,313,314,,0.69,0.28,0.03,
0.62,0.041,20,312,,,,,,,,
0.57,0.041,20,313,,,,,,,,
0.54,0.047,20,314,,,,,,,,
0.56,0.035,19,124,,,,,,,,
0.43,0.029,17,144,315,,,,1.0,,,
0.51,0.028,18,315,,,,,,,,
0.41,0.032,16,308,316,,,,1.0,,,
0.44,0.036,17,316,262,,,,1.0,,,
0.45,0.041,18,262,123,317,318,,0.12,0.25,0.63,
0.56,0.037,19,123,,,,,,,,
0.53,0.042,19,317,,,,,,,,
0.47,0.046,19,318,319,320,102,,0.42,0.07,0.51,
0.5,0.051,20,319,321,322,,,0.95,0.05,,
0.63,0.06,21,321,,,,,,,,
0.63,0.048,21,322,,,,,,,,
0.48,0.05,20,320,323,324,325,,0.32,0.23,0.45,
0.56,0.053,21,323,,,,,,,,
0.5,0.049,21,324,,,,,,,,
0.6,0.044,21,325,,,,,,,,
0.52,0.045,20,102,,,,,,,,
0.45,0.031,16,309,43,237,,,0.53,0.47,,
0.54,0.035,17,43,,,,,,,,
0.54,0.032,17,237,,,,,,,,
0.42,0.028,13,306,326,,,,1.0,,,
0.49,0.027,14,326,327,,,,1.0,,,
0.47,0.029,15,327,257,21,,,0.28,0.72,,
0.51,0.032,16,257,,,,,,,,
0.54,0.033,16,21,,,,,,,,
0.53,0.036,12,260,,,,,,,,
0.52,0.032,10,182,,,,,,,,
0.4,0.029,10,183,185,16,196,,0.27,0.46,0.27,
0.43,0.032,11,185,226,126,181,,0.73,0.02,0.26,
0.49,0.035,12,226,328,60,178,,0.0,0.4,0.59,
0.57,0.039,13,328,,,,,,,,
0.45,0.035,13,60,223,329,330,,0.04,0.47,0.49,
0.54,0.038,14,223,,,,,,,,
0.51,0.034,14,329,,,,,,,,
0.51,0.038,14,330,,,,,,,,
0.58,0.032,13,178,,,,,,,,
0.42,0.036,12,126,132,85,153,,0.42,0.3,0.29,
0.45,0.032,13,132,60,,,,1.0,,,
0.45,0.035,14,60,27,,,,1.0,,,
0.54,0.039,15,27,,,,,,,,
0.52,0.039,13,85,,,,,,,,
0.48,0.036,13,153,331,332,53,,0.46,0.38,0.16,
0.59,0.038,14,331,,,,,,,,
0.47,0.032,14,332,189,,,,1.0,,,
0.43,0.035,15,189,293,333,7,,0.38,0.43,0.19,
0.41,0.033,16,293,334,264,,,0.16,0.84,,
0.38,0.033,17,334,335,,,,1.0,,,
0.38,0.028,18,335,336,337,338,,0.32,0.01,0.67,
0.4,0.025,19,336,339,340,341,,0.51,0.35,0.13,
0.48,0.022,20,339,342,343,344,,0.36,0.36,0.28,
0.55,0.021,21,342,,,,,,,,
