V1,V2,V3,State,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
0.42,0.036,12,72,73,74,75,,0.62,0.34,0.04,
0.45,0.035,13,73,76,,,,1.0,,,
0.46,0.031,14,76,77,,,,1.0,,,
0.53,0.032,15,77,,,,,,,,
0.49,0.031,13,74,78,79,46,,0.38,0.45,0.17,
0.58,0.035,14,78,,,,,,,,
0.45,0.033,14,79,80,81,,,0.06,0.94,,
0.44,0.032,15,80,61,82,83,,0.31,0.38,0.32,
0.43,0.032,16,61,,,,,,,,
0.53,0.031,16,82,,,,,,,,
0.54,0.029,16,83,,,,,,,,
0.49,0.035,15,81,84,85,86,,0.5,0.34,0.16,
0.55,0.031,16,84,,,,,,,,
0.59,0.036,16,85,,,,,,,,
0.46,0.041,16,86,,,,,,,,
0.47,0.028,14,46,87,48,88,,0.44,0.54,0.02,
0.53,0.03,15,87,,,,,,,,
0.46,0.028,15,48,77,,,,1.0,,,
0.53,0.032,16,77,,,,,,,,
0.43,0.033,15,88,47,89,,,0.6,0.4,,
0.48,0.033,16,47,,,,,,,,
0.41,0.031,16,89,,,,,,,,
0.5,0.04,13,75,90,91,,,0.3,0.7,,
0.47,0.047,14,90,92,93,,,0.48,0.52,,
0.55,0.045,15,92,,,,,,,,
0.59,0.05,15,93,,,,,,,,
0.6,0.042,14,91,,,,,,,,
0.48,0.028,10,34,94,,,,1.0,,,
0.5,0.032,11,94,95,82,,,0.17,0.83,,
0.47,0.034,12,95,96,,,,1.0,,,
0.56,0.036,13,96,,,,,,,,
0.53,0.031,12,82,,,,,,,,
0.45,0.032,9,31,97,,,,1.0,,,
0.51,0.029,10,97,,,,,,,,
0.39,0.041,8,29,98,99,100,,0.43,0.46,0.11,
0.44,0.042,9,98,101,102,,,0.48,0.52,,
0.53,0.036,10,101,,,,,,,,
0.5,0.044,10,102,103,,,,1.0,,,
0.49,0.049,11,103,104,105,106,,0.51,0.18,0.3,
0.56,0.057,12,104,,,,,,,,
0.57,0.055,12,105,,,,,,,,
0.56,0.047,12,106,,,,,,,,
0.49,0.04,9,99,107,108,109,,0.58,0.12,0.3,
0.59,0.042,10,107,,,,,,,,
0.57,0.044,10,108,,,,,,,,
0.54,0.04,10,109,,,,,,,,
0.41,0.039,9,100,100,,,,1.0,,,
0.41,0.039,10,100,110,111,112,,0.42,0.49,0.09,
0.47,0.037,11,110,113,,,,1.0,,,
0.49,0.033,12,113,114,,,,1.0,,,
0.59,0.039,13,114,,,,,,,,
0.42,0.037,11,111,113,115,,,0.46,0.54,,
0.49,0.033,12,113,62,116,,,0.19,0.81,,
0.45,0.034,13,62,117,,,,1.0,,,
0.46,0.033,14,117,31,118,,,0.95,0.05,,
0.45,0.032,15,31,119,101,95,,0.05,0.42,0.53,
0.48,0.035,16,119,,,,,,,,
0.53,0.036,16,101,,,,,,,,
0.47,0.034,16,95,,,,,,,,
0.43,0.037,15,118,62,,,,1.0,,,
0.45,0.034,16,62,,,,,,,,
0.57,0.029,13,116,,,,,,,,
0.44,0.039,12,115,120,121,122,,0.48,0.22,0.31,
0.46,0.036,13,120,123,,,,1.0,,,
0.55,0.04,14,123,,,,,,,,
0.55,0.041,13,121,,,,,,,,
0.5,0.034,13,122,124,125,,,0.43,0.57,,
0.57,0.033,14,124,,,,,,,,
0.46,0.032,14,125,126,111,,,0.03,0.97,,
0.47,0.032,15,126,127,,,,1.0,,,
0.45,0.037,16,127,,,,,,,,
0.42,0.037,15,111,128,,,,1.0,,,
0.51,0.038,16,128,,,,,,,,
0.48,0.039,11,112,101,86,129,,0.49,0.48,0.04,
0.53,0.036,12,101,,,,,,,,
0.46,0.041,12,86,130,131,132,,0.38,0.16,0.46,
0.54,0.037,13,130,,,,,,,,
0.47,0.041,13,131,133,,,,1.0,,,
0.56,0.041,14,133,,,,,,,,
0.5,0.047,13,132,134,,,,1.0,,,
0.58,0.054,14,134,,,,,,,,
0.54,0.034,12,129,,,,,,,,
0.43,0.039,7,27,135,136,62,,0.07,0.74,0.19,
0.47,0.044,8,135,137,138,139,,0.3,0.58,0.11,
0.53,0.044,9,137,,,,,,,,
0.54,0.044,9,138,,,,,,,,
0.56,0.04,9,139,,,,,,,,
0.51,0.036,8,136,,,,,,,,
0.45,0.034,8,62,140,81,,,0.76,0.24,,
0.5,0.037,9,140,141,,,,1.0,,,
0.51,0.043,10,141,,,,,,,,
0.49,0.035,9,81,142,143,47,,0.35,0.26,0.39,
0.59,0.035,10,142,,,,,,,,
0.55,0.036,10,143,,,,,,,,
0.48,0.033,10,47,110,50,78,,0.09,0.52,0.39,
0.47,0.037,11,110,144,,,,1.0,,,
0.55,0.037,12,144,,,,,,,,
0.54,0.031,11,50,,,,,,,,
0.58,0.035,11,78,,,,,,,,
0.37,0.057,5,24,145,146,,,0.23,0.77,,
0.42,0.054,6,145,147,,,,1.0,,,
0.47,0.046,7,147,148,103,,,0.36,0.64,,
0.53,0.046,8,148,,,,,,,,
0.49,0.049,8,103,149,150,151,,0.35,0.3,0.35,
0.57,0.043,9,149,,,,,,,,
0.54,0.048,9,150,,,,,,,,
0.52,0.055,9,151,,,,,,,,
0.47,0.056,6,146,152,153,154,,0.29,0.23,0.48,
0.57,0.054,7,152,,,,,,,,
0.51,0.05,7,153,,,,,,,,
0.57,0.06,7,154,,,,,,,,
0.29,0.06,3,6,155,156,,,0.44,0.56,,
0.39,0.054,4,155,157,158,159,,0.4,0.25,0.35,
0.44,0.055,5,157,160,,,,1.0,,,
0.55,0.057,6,160,,,,,,,,
0.46,0.051,5,158,106,,,,1.0,,,
0.56,0.047,6,106,,,,,,,,
0.44,0.058,5,159,161,,,,1.0,,,
0.56,0.059,6,161,,,,,,,,
0.36,0.066,4,156,162,,,,1.0,,,
0.37,0.06,5,162,163,164,165,,0.56,0.37,0.07,
0.48,0.066,6,163,166,167,,,0.36,0.64,,
0.6,0.07,7,166,,,,,,,,
0.47,0.076,7,167,168,169,170,,0.42,0.22,0.36,
0.58,0.067,8,168,,,,,,,,
0.52,0.071,8,169,,,,,,,,
0.62,0.076,8,170,,,,,,,,
0.4,0.065,6,164,171,,,,1.0,,,
0.4,0.061,7,171,172,173,,,0.16,0.84,,
0.43,0.064,8,172,174,175,176,,0.61,0.2,0.19,
0.46,0.056,9,174,177,178,179,,0.16,0.6,0.24,
0.53,0.052,10,177,,,,,,,,
0.45,0.06,10,178,180,181,182,,0.38,0.24,0.38,
0.56,0.06,11,180,,,,,,,,
0.47,0.062,11,181,183,184,185,,0.25,0.49,0.26,
0.53,0.067,12,183,,,,,,,,
0.45,0.066,12,184,186,,,,1.0,,,
0.49,0.065,13,186,187,188,,,0.26,0.74,,
0.61,0.059,14,187,,,,,,,,
0.54,0.058,14,188,,,,,,,,
0.52,0.058,12,185,,,,,,,,
0.44,0.063,11,182,189,190,,,0.6,0.4,,
0.45,0.055,12,189,191,192,193,,0.19,0.43,0.38,
0.53,0.063,13,191,,,,,,,,
0.49,0.062,13,192,194,195,196,,0.18,0.5,0.32,
0.6,0.061,14,194,,,,,,,,
0.54,0.07,14,195,,,,,,,,
0.6,0.054,14,196,,,,,,,,
0.45,0.062,13,193,197,198,199,,0.18,0.4,0.42,
0.54,0.053,14,197,,,,,,,,
0.45,0.058,14,198,200,201,,,0.39,0.61,,
0.51,0.065,15,200,,,,,,,,
0.5,0.063,15,201,202,203,,,0.44,0.56,,
0.61,0.066,16,202,,,,,,,,
0.57,0.073,16,203,,,,,,,,
0.51,0.068,14,199,,,,,,,,
0.53,0.064,12,190,,,,,,,,
0.58,0.058,10,179,,,,,,,,
0.44,0.069,9,175,204,,,,1.0,,,
0.58,0.062,10,204,,,,,,,,
0.5,0.072,9,176,205,,,,1.0,,,
0.55,0.06,10,205,,,,,,,,
0.49,0.063,8,173,206,207,208,,0.25,0.14,0.62,
0.57,0.065,9,206,,,,,,,,
0.48,0.072,9,207,209,210,,,0.52,0.48,,
0.6,0.063,10,209,,,,,,,,
0.53,0.078,10,210,,,,,,,,
0.56,0.066,9,208,,,,,,,,
0.46,0.052,6,165,211,,,,1.0,,,
0.46,0.048,7,211,212,213,214,,0.34,0.29,0.36,
0.58,0.042,8,212,,,,,,,,
0.44,0.049,8,213,215,,,,1.0,,,
0.55,0.048,9,215,,,,,,,,
0.51,0.055,8,214,,,,,,,,
0.24,0.061,2,3,216,217,,,0.48,0.52,,
0.26,0.053,3,216,218,,,,1.0,,,
0.27,0.045,4,218,219,,,,1.0,,,
0.33,0.044,5,219,220,,,,1.0,,,
0.4,0.04,6,220,75,221,,,0.44,0.56,,
0.5,0.04,7,75,222,,,,1.0,,,
0.52,0.046,8,222,,,,,,,,
0.42,0.041,7,221,223,224,,,0.5,0.5,,
0.42,0.038,8,223,225,86,,,0.35,0.65,,
0.41,0.042,9,225,226,,,,1.0,,,
0.48,0.036,10,226,227,47,228,,0.45,0.1,0.45,
0.54,0.039,11,227,,,,,,,,
0.48,0.033,11,47,229,230,,,0.29,0.71,,
0.44,0.031,12,229,231,232,46,,0.2,0.24,0.56,
0.52,0.034,13,231,,,,,,,,
0.49,0.027,13,232,233,234,,,0.81,0.19,,
0.52,0.031,14,233,,,,,,,,
0.45,0.029,14,234,126,235,,,0.37,0.63,,
0.47,0.032,15,126,236,44,,,0.04,0.96,,
0.53,0.037,16,236,,,,,,,,
0.43,0.029,16,44,,,,,,,,
0.44,0.034,15,235,237,238,239,,0.27,0.54,0.19,
0.53,0.035,16,237,,,,,,,,
0.41,0.029,16,238,,,,,,,,
0.53,0.038,16,239,,,,,,,,
0.47,0.028,13,46,58,240,241,,0.09,0.45,0.46,
0.56,0.03,14,58,,,,,,,,
0.46,0.027,14,240,233,50,,,0.09,0.91,,
0.52,0.031,15,233,,,,,,,,
0.54,0.031,15,50,,,,,,,,
0.51,0.027,14,241,,,,,,,,
0.5,0.031,12,230,119,35,,,0.26,0.74,,
0.48,0.035,13,119,242,243,,,0.62,0.38,,
0.58,0.04,14,242,,,,,,,,
0.58,0.031,14,243,,,,,,,,
0.46,0.029,13,35,244,,,,1.0,,,
0.47,0.026,14,244,245,,,,1.0,,,
0.48,0.024,15,245,65,246,247,,0.56,0.1,0.34,
0.55,0.027,16,65,,,,,,,,
0.54,0.028,16,246,,,,,,,,
0.47,0.022,16,247,,,,,,,,
0.59,0.041,11,228,,,,,,,,
0.46,0.041,9,86,109,,,,1.0,,,
0.54,0.04,10,109,,,,,,,,
0.43,0.043,8,224,248,,,,1.0,,,
0.45,0.044,9,248,249,250,251,,0.16,0.19,0.65,
0.55,0.042,10,249,,,,,,,,
0.56,0.044,10,250,,,,,,,,
0.47,0.045,10,251,252,,,,1.0,,,
0.57,0.047,11,252,,,,,,,,
0.32,0.06,3,217,253,254,,,0.8,0.2,,
0.36,0.053,4,253,255,171,,,0.14,0.86,,
0.38,0.061,5,255,256,,,,1.0,,,
0.4,0.052,6,256,257,258,,,0.77,0.23,,
0.41,0.055,7,257,259,260,261,,0.22,0.32,0.46,
0.49,0.054,8,259,262,263,,,0.15,0.85,,
0.54,0.063,9,262,,,,,,,,
0.53,0.056,9,263,,,,,,,,
0.41,0.049,8,260,264,265,,,0.22,0.78,,
0.53,0.047,9,264,,,,,,,,
0.51,0.052,9,265,,,,,,,,
0.41,0.056,8,261,259,266,,,0.57,0.43,,
0.49,0.054,9,259,267,,,,1.0,,,
0.61,0.056,10,267,,,,,,,,
0.44,0.061,9,266,268,269,270,,0.34,0.22,0.44,
0.55,0.058,10,268,,,,,,,,
0.57,0.059,10,269,,,,,,,,
0.5,0.059,10,270,271,272,,,0.28,0.72,,
0.52,0.068,11,271,,,,,,,,
0.59,0.062,11,272,,,,,,,,
0.42,0.046,7,258,273,274,275,,0.23,0.32,0.44,
0.46,0.044,8,273,276,121,277,,0.22,0.39,0.39,
0.45,0.051,9,276,278,279,280,,0.37,0.48,0.14,
0.48,0.048,10,278,177,281,273,,0.63,0.07,0.3,
0.53,0.052,11,177,,,,,,,,
0.58,0.053,11,281,,,,,,,,
0.46,0.044,11,273,282,283,,,0.15,0.85,,
0.45,0.039,12,282,284,119,,,0.83,0.17,,
0.48,0.043,13,284,128,,,,1.0,,,
0.51,0.038,14,128,,,,,,,,
0.48,0.035,13,119,285,286,,,0.82,0.18,,
0.44,0.03,14,285,76,287,,,0.68,0.32,,
0.46,0.031,15,76,288,289,290,,0.44,0.25,0.31,
0.46,0.03,16,288,,,,,,,,
0.48,0.027,16,289,,,,,,,,
0.45,0.036,16,290,,,,,,,,
0.48,0.031,15,287,49,,,,1.0,,,
0.56,0.033,16,49,,,,,,,,
0.59,0.038,14,286,,,,,,,,
0.45,0.041,12,283,291,292,293,,0.3,0.22,0.49,
0.56,0.043,13,291,,,,,,,,
0.52,0.036,13,292,,,,,,,,
0.53,0.041,13,293,,,,,,,,
0.55,0.044,10,279,,,,,,,,
0.51,0.057,10,280,,,,,,,,
0.55,0.041,9,121,,,,,,,,
0.44,0.046,9,277,294,,,,1.0,,,
0.52,0.05,10,294,,,,,,,,
0.45,0.042,8,274,295,,,,1.0,,,
0.54,0.042,9,295,,,,,,,,
0.51,0.051,8,275,,,,,,,,
0.4,0.061,5,171,296,,,,1.0,,,
0.42,0.064,6,296,297,,,,1.0,,,
0.56,0.074,7,297,,,,,,,,
0.43,0.062,4,254,298,,,,1.0,,,
0.47,0.055,5,298,299,300,,,0.32,0.68,,
0.59,0.048,6,299,,,,,,,,
0.49,0.059,6,300,301,302,303,,0.2,0.51,0.28,
0.59,0.051,7,301,,,,,,,,
0.47,0.051,7,302,301,304,,,0.51,0.49,,
0.59,0.051,8,301,,,,,,,,
0.57,0.049,8,304,,,,,,,,
0.63,0.052,7,303,,,,,,,,
